,
0.085,-0.04
1.06,-0.04
1.85,3
1.93,5.9
1.95,6.9
2.05,9.6
2.14,13.11
2.31,14.7
2.55,14
2.7,13.1
2.85,12.3
3,11.6
3.2,10.8
3.55,9.9
4.1,9
5.3,7.9
6.25,7.5
7.23,7.36
8.15,7.6
9.1,8.15
10.1,8.7
11,11
