3374.008789   0.525426  28 
3373.963379   0.541269  27 
3373.940674   0.522880  35 
3373.917725   0.515067  35 
3373.895020   0.536748  27 
3373.872314   0.543870  26 
3373.849609   0.565864  36 
3373.826660   0.501674  35 
3373.803955   0.577986  35 
3373.781250   0.676903  27 
3373.758545   0.647322  35 
3373.735596   0.609628  27 
3373.712891   0.585519  35 
3373.690186   0.381266  36 
3373.667480   0.367150  26 
3373.644531   0.318499  35 
3373.621826   0.319011  36 
3373.599121   0.318510  26 
3373.576416   0.363247  28 
3373.553711   0.385455  34 
3373.530762   0.404731  36 
3373.508057   0.406964  26 
3373.485352   0.412733  36 
3373.462646   0.380859  35 
3373.439697   0.321361  27 
3373.416992   0.302734  26 
3373.394287   0.289760  35 
3373.371582   0.323080  36 
3373.348633   0.386579  35 
3373.325928   0.367901  26 
3373.303223   0.417733  29 
3373.280518   0.533519  34 
3373.257812   0.549944  35 
3373.234863   0.559152  35 
3373.212158   0.656175  26 
3373.189453   0.694852  36 
3373.166748   0.911021  26 
3373.144043   1.123725  36 
3373.121094   2.002517  26 
3373.098389   1.305881  36 
3373.075684   0.196289  35 
3373.052979   0.181387  27 
3373.030029   0.204241  35 
3373.007324   0.670341  35 
3372.984619   1.849863  27 
3372.961914   1.417551  35 
3372.939209   1.383527  26 
3372.916260   1.521810  36 
3372.893555   1.571568  35 
3372.870850   1.569192  27 
3372.848145   1.713868  35 
3372.825439   2.005028  27 
3372.802734   2.466518  35 
3372.779785   3.088289  27 
3372.757080   3.225866  35 
3372.734375   3.209404  35 
3372.711670   2.814314  35 
3372.688965   2.416451  27 
3372.666016   2.330605  26 
3372.643311   2.250570  36 
3372.620605   2.154577  35 
3372.597900   2.267300  35 
3372.575195   2.227467  27 
3372.552490   2.270927  35 
3372.529541   2.239584  27 
3372.506836   2.423410  35 
3372.484131   2.862957  27 
3372.461426   3.294923  35 
3372.438721   1.302037  35 
3372.415771   4.977576  27 
3372.393066   5.067422  26 
3372.370361   4.584013  36 
3372.347656   4.234485  27 
3372.324951   4.747222  26 
3372.302246   5.634488  35 
3372.279297   5.129125  27 
3372.256592   4.644393  35 
3372.233887   4.051379  36 
3372.211182   3.752818  26 
3372.188477   3.754748  36 
3372.165771   3.972239  35 
3372.143066   4.032506  35 
3372.120117   3.962494  27 
3372.097412   3.995119  35 
3372.074707   3.957068  27 
3372.052002   3.904577  35 
3372.029297   3.723055  27 
3372.006592   3.364120  35 
3371.983643   3.020509  35 
3371.960938   2.737631  27 
3371.938232   2.632411  34 
3371.915527   2.513080  28 
3371.892822   2.428014  35 
3371.870117   2.310268  35 
3371.847412   2.507054  27 
3371.824463   2.594309  35 
3371.801758   2.616491  35 
3371.779053   3.112523  27 
3371.756348   5.280130  27 
3371.733643   5.352541  35 
3371.710938   4.809572  35 
3371.688232   4.171731  27 
3371.665527   3.153042  35 
3371.642578   2.564454  35 
3371.619873   2.368165  27 
3371.597168   2.565012  35 
3371.574463   3.112884  27 
3371.551758   3.749862  35 
3371.529053   4.457869  35 
3371.506348   3.936814  27 
3371.483643   2.363845  26 
3371.460693   6.873671  44 
3371.437988   6.610425  27 
3371.415283   4.230958  36 
3371.392578   3.497597  26 
3371.369873   2.958566  35 
3371.347168   2.238945  28 
3371.324463   1.951794  33 
3371.301758   1.960624  28 
3371.279053   2.048771  34 
3371.256104   2.539203  35 
3371.233398   2.994250  27 
3371.210693   3.442802  35 
3371.187988   3.733725  36 
3371.165283   3.881086  26 
3371.142578   3.691128  35 
3371.119873   3.286315  27 
3371.097168   2.901228  35 
3371.074463   2.536273  35 
3371.051758   2.351346  27 
3371.028809   2.408273  28 
3371.006104   2.564228  26 
3370.983398   2.726842  35 
3370.960693   3.074184  27 
3370.937988   3.032227  35 
3370.915283   3.072127  35 
3370.892578   4.711915  36 
3370.869873   5.023101  26 
3370.847168   4.957503  27 
3370.824463   4.752792  35 
3370.801758   4.622630  35 
3370.779053   4.276937  36 
3370.756104   4.027946  26 
3370.733398   3.881140  35 
3370.710693   3.694546  28 
3370.687988   3.501520  27 
3370.665283   2.927469  33 
3370.642578   2.532417  36 
3370.619873   2.407088  35 
3370.597168   2.691933  26 
3370.574463   1.681451  36 
3370.551758   0.317104  35 
3370.529053   0.214663  27 
3370.506348   0.221980  26 
3370.483643   0.799945  35 
3370.460938   1.922065  36 
3370.438232   1.313477  35 
3370.415283   1.097368  27 
3370.392578   1.245257  35 
3370.369873   0.919643  35 
3370.347168   0.751766  26 
3370.324463   0.843370  36 
3370.301758   0.816932  26 
3370.279053   0.870151  29 
3370.256348   0.863971  34 
3370.233643   0.903508  26 
3370.210938   0.833566  35 
3370.188232   0.760603  35 
3370.165527   0.824382  36 
3370.142822   0.835900  26 
3370.120117   1.136611  27 
3370.097412   1.204102  35 
3370.074707   1.332729  35 
3370.052002   1.454400  36 
3370.029297   1.332445  26 
3370.006592   1.211217  35 
3369.983887   1.061560  27 
3369.961182   0.790876  35 
3369.938232   0.549226  27 
3369.915527   0.543248  35 
3369.892822   0.629743  35 
3369.870117   0.818866  27 
3369.847412   0.911831  35 
3369.824707   1.121962  36 
3369.802002   1.239108  26 
3369.779297   1.165039  35 
3369.756592   1.147642  27 
3369.733887   1.062500  35 
3369.711182   0.968018  36 
3369.688477   0.891741  35 
3369.665771   0.778621  26 
3369.643066   0.787896  36 
3369.620361   0.730356  26 
3369.597656   0.859096  35 
3369.574951   0.948532  27 
3369.552246   0.931641  35 
3369.529541   0.854771  35 
3369.506836   0.802047  27 
3369.484131   0.695407  31 
3369.461426   0.638546  31 
3369.438721   0.558315  35 
3369.416016   0.465786  28 
3369.393311   0.454676  34 
3369.370605   0.552120  27 
3369.347900   0.669922  35 
3369.325195   0.844866  35 
3369.302490   1.098995  27 
3369.279785   1.090123  35 
3369.257080   1.158622  35 
3369.234375   1.069065  36 
3369.211670   0.985467  17 
3369.188965   0.979140  36 
3369.166260   0.964286  35 
3369.143555   1.105957  26 
3369.120850   1.090224  36 
3369.098145   1.113142  35 
3369.075439   1.138635  26 
3369.052734   1.040718  36 
3369.030029   0.947454  26 
3369.007324   0.945452  35 
3368.984619   0.793109  35 
3368.961914   0.665012  36 
3368.939209   0.705379  26 
3368.916504   0.748427  36 
3368.893799   0.856183  26 
3368.871094   0.825331  36 
3368.848389   0.806979  26 
3368.825684   0.855330  35 
3368.802979   0.973633  35 
3368.780273   1.087240  27 
3368.757812   1.015264  27 
3368.735107   0.913222  36 
3368.712402   0.749081  34 
3368.689697   0.475261  36 
3368.666992   0.452787  26 
3368.644287   0.558036  35 
3368.621582   0.703962  35 
3368.598877   0.676903  27 
3368.576172   0.430251  26 
3368.553467   1.165365  36 
3368.530762   1.773996  35 
3368.508057   2.494699  35 
3368.485352   1.644785  27 
3368.462646   1.144671  35 
3368.439941   0.995190  27 
3368.417236   0.685268  35 
3368.394531   0.531663  26 
3368.371826   0.548231  36 
3368.349121   0.565709  35 
3368.326416   0.653734  26 
3368.303711   0.746257  36 
3368.281006   0.726273  27 
3368.258545   0.742188  34 
3368.235840   0.611572  36 
3368.213135   0.428561  26 
3368.190430   0.399170  36 
3368.167725   0.332729  35 
3368.145020   0.314754  26 
3368.122314   0.309787  36 
3368.099609   0.336163  26 
3368.076904   0.321289  35 
3368.054199   0.355180  27 
3368.031494   0.340402  35 
3368.008789   0.359654  35 
3367.986084   0.403103  27 
3367.963379   0.359096  35 
3367.940918   0.292245  27 
3367.918213   0.201311  35 
3367.895508   0.201172  35 
3367.872803   0.211589  27 
3367.850098   0.208271  26 
3367.827393   0.210938  35 
3367.804688   0.190430  36 
3367.781982   0.235314  26 
3367.759277   0.213588  35 
3367.736572   0.212228  28 
3367.713867   0.207520  34 
3367.691162   0.226418  27 
3367.668701   0.259626  35 
3367.645996   0.222517  35 
3367.623291   0.242188  35 
3367.600586   0.209057  27 
3367.577881   0.221680  35 
3367.555176   0.226237  27 
3367.532471   0.400255  36 
3367.509766   0.499340  34 
3367.487061   0.411965  27 
3367.464355   0.184849  35 
3367.441895   0.195592  35 
3367.419189   0.205756  36 
3367.396484   0.205078  26 
3367.373779   0.174154  27 
3367.351074   0.190848  35 
3367.328369   0.165452  26 
3367.305664   0.182896  35 
3367.282959   0.190158  36 
3367.260254   0.199358  35 
3367.237793   0.245226  27 
3367.215088   0.297154  35 
3367.192383   0.360765  26 
3367.169678   0.314263  36 
3367.146973   0.360910  35 
3367.124268   0.388371  26 
3367.101562   0.365804  36 
3367.078857   0.355319  26 
3367.056152   0.397426  28 
3367.033691   0.392923  34 
3367.010986   0.277762  35 
3366.988281   0.231445  35 
3366.965576   0.306532  27 
3366.942871   0.385742  26 
3366.920166   0.446642  36 
3366.897461   0.262974  35 
3366.875000   0.273618  27 
3366.852295   0.354911  35 
3366.829590   0.347796  35 
3366.806885   0.325083  26 
3366.784180   0.457764  36 
3366.761475   0.506310  26 
3366.738770   0.613743  36 
3366.716309   0.773298  35 
3366.693604   0.782189  26 
3366.670898   0.766323  35 
3366.648193   0.906576  27 
3366.625488   1.268137  35 
3366.602783   1.884224  27 
3366.580078   2.413505  35 
3366.557617   3.242607  35 
3366.534912   3.831195  35 
3366.512207   4.067565  27 
3366.489502   4.062314  26 
3366.466797   3.707141  36 
3366.444092   2.807339  35 
3366.421631   1.997350  35 
3366.398926   1.512406  27 
3366.376221   1.363840  35 
3366.353516   1.815843  26 
3366.330811   2.033150  36 
3366.308105   2.310698  26 
3366.285645   2.638952  35 
3366.262939   2.639432  36 
3366.240234   2.328726  26 
3366.217529   1.917830  35 
3366.194824   1.446398  36 
3366.172119   1.012433  26 
3366.149658   0.855608  35 
3366.126953   0.921767  27 
3366.104248   0.826730  35 
3366.081543   0.894811  35 
3366.058838   1.052246  36 
3366.036133   1.104830  26 
3366.013672   0.995676  35 
3365.990967   0.933883  27 
3365.968262   0.889788  35 
3365.945557   0.881536  26 
3365.922852   1.204156  36 
3365.900391   1.707869  35 
3365.877686   1.886394  27 
3365.854980   0.786412  35 
3365.832275   0.251116  35 
3365.809570   1.233850  26 
3365.787109   1.304796  36 
3365.764404   1.181641  26 
3365.741699   0.784831  30 
3365.718994   0.554962  32 
3365.696289   0.298968  35 
