X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-1.200020e+00,2.000000e-03
0,0.00e+00,8.00e-02,
1,1.20e-01,-2.00e-02,
2,1.20e-01,8.00e-02,
3,2.00e-02,0.00e+00,
4,1.20e-01,8.00e-02,
5,0.00e+00,-2.00e-02,
6,0.00e+00,0.00e+00,
7,1.00e-01,8.00e-02,
8,1.20e-01,8.00e-02,
9,-2.00e-02,-4.00e-02,
10,1.00e-01,0.00e+00,
11,-2.00e-02,8.00e-02,
12,0.00e+00,6.00e-02,
13,1.20e-01,-2.00e-02,
14,1.00e-01,6.00e-02,
15,-4.00e-02,-2.00e-02,
16,1.00e-01,6.00e-02,
17,-2.00e-02,-2.00e-02,
18,-4.00e-02,-6.00e-02,
19,8.00e-02,6.00e-02,
20,1.00e-01,6.00e-02,
21,-4.00e-02,-4.00e-02,
22,6.00e-02,-2.00e-02,
23,-4.00e-02,4.00e-02,
24,-4.00e-02,-4.00e-02,
25,8.00e-02,6.00e-02,
26,-4.00e-02,6.00e-02,
27,6.00e-02,-6.00e-02,
28,-1.00e-01,-6.00e-02,
29,6.00e-02,6.00e-02,
30,6.00e-02,-4.00e-02,
31,-6.00e-02,4.00e-02,
32,4.00e-02,2.00e-02,
33,-6.00e-02,-6.00e-02,
34,4.00e-02,-6.00e-02,
35,-8.00e-02,4.00e-02,
36,-6.00e-02,-6.00e-02,
37,4.00e-02,2.00e-02,
38,4.00e-02,2.00e-02,
39,-1.00e-01,-8.00e-02,
40,-1.00e-01,-6.00e-02,
41,4.00e-02,2.00e-02,
42,2.00e-02,-8.00e-02,
43,-1.20e-01,2.00e-02,
44,2.00e-02,2.00e-02,
45,-1.20e-01,-8.00e-02,
46,-1.00e-01,-8.00e-02,
47,2.00e-02,0.00e+00,
48,2.00e-02,-6.00e-02,
49,-1.00e-01,0.00e+00,
50,0.00e+00,2.00e-02,
51,-1.20e-01,-8.00e-02,
52,0.00e+00,0.00e+00,
53,-1.40e-01,-1.00e-01,
54,-1.20e-01,-2.00e-02,
55,0.00e+00,-1.00e-01,
56,-1.20e-01,0.00e+00,
57,2.00e-02,-1.00e-01,
58,-2.00e-01,-1.20e-01,
59,2.00e-02,0.00e+00,
60,-1.20e-01,-2.00e-02,
61,-2.00e-02,-1.00e-01,
62,-2.00e-02,-1.00e-01,
63,-1.40e-01,-4.00e-02,
64,-1.40e-01,-1.00e-01,
65,-2.00e-02,-2.00e-02,
66,-1.20e-01,-1.00e-01,
67,0.00e+00,-2.00e-02,
68,-2.00e-02,-2.00e-02,
69,-1.40e-01,-1.20e-01,
70,-2.00e-02,-1.00e-01,
71,-1.60e-01,-4.00e-02,
72,-1.40e-01,-1.00e-01,
73,-2.00e-02,-2.00e-02,
74,-1.40e-01,-4.00e-02,
75,-2.00e-02,-1.20e-01,
76,-1.40e-01,-1.00e-01,
77,-2.00e-02,-4.00e-02,
78,-1.40e-01,-4.00e-02,
79,0.00e+00,-1.40e-01,
80,-2.00e-02,-1.00e-01,
81,-1.60e-01,-2.00e-02,
82,-1.20e-01,-1.00e-01,
83,-2.00e-02,-2.00e-02,
84,-2.00e-02,-2.00e-02,
85,-1.60e-01,-1.20e-01,
86,-2.00e-02,-4.00e-02,
87,-1.60e-01,-1.00e-01,
88,-1.60e-01,-1.20e-01,
89,0.00e+00,0.00e+00,
90,0.00e+00,-1.00e-01,
91,-1.20e-01,-2.00e-02,
92,-1.00e-01,-1.00e-01,
93,0.00e+00,-2.00e-02,
94,-1.00e-01,0.00e+00,
95,2.00e-02,-1.00e-01,
96,0.00e+00,-2.00e-02,
97,-1.00e-01,-1.00e-01,
98,-8.00e-02,-1.00e-01,
99,2.00e-02,0.00e+00,
100,-1.00e-01,0.00e+00,
101,6.00e-02,-8.00e-02,
102,-8.00e-02,-8.00e-02,
103,2.00e-02,0.00e+00,
104,-8.00e-02,0.00e+00,
105,4.00e-02,-8.00e-02,
106,-8.00e-02,-8.00e-02,
107,4.00e-02,2.00e-02,
108,-6.00e-02,-8.00e-02,
109,1.00e-01,2.00e-02,
110,6.00e-02,4.00e-02,
111,-8.00e-02,-6.00e-02,
112,-4.00e-02,2.00e-02,
113,6.00e-02,-6.00e-02,
114,8.00e-02,-4.00e-02,
115,-4.00e-02,4.00e-02,
116,8.00e-02,2.00e-02,
117,-8.00e-02,-6.00e-02,
118,8.00e-02,-6.00e-02,
119,-4.00e-02,4.00e-02,
120,1.00e-01,4.00e-02,
121,-4.00e-02,-4.00e-02,
122,-2.00e-02,-4.00e-02,
123,1.20e-01,4.00e-02,
124,0.00e+00,6.00e-02,
125,1.20e-01,-2.00e-02,
126,1.00e-01,6.00e-02,
127,-4.00e-02,-4.00e-02,
128,0.00e+00,-2.00e-02,
129,1.60e-01,6.00e-02,
130,-2.00e-02,6.00e-02,
131,1.20e-01,-2.00e-02,
132,0.00e+00,0.00e+00,
133,1.20e-01,8.00e-02,
134,1.20e-01,-2.00e-02,
135,0.00e+00,8.00e-02,
136,2.00e-02,0.00e+00,
137,1.40e-01,8.00e-02,
138,0.00e+00,8.00e-02,
139,1.60e-01,-2.00e-02,
140,4.00e-02,0.00e+00,
141,1.40e-01,8.00e-02,
142,1.40e-01,2.00e-02,
143,2.00e-02,8.00e-02,
144,1.40e-01,8.00e-02,
145,2.00e-02,0.00e+00,
146,1.40e-01,0.00e+00,
147,4.00e-02,8.00e-02,
148,0.00e+00,1.00e-01,
149,1.60e-01,-2.00e-02,
150,0.00e+00,0.00e+00,
151,1.60e-01,1.00e-01,
152,2.00e-02,0.00e+00,
153,1.40e-01,1.00e-01,
154,1.60e-01,2.00e-02,
155,2.00e-02,1.00e-01,
156,1.40e-01,8.00e-02,
157,2.00e-02,2.00e-02,
158,1.60e-01,1.00e-01,
159,-2.00e-02,-2.00e-02,
160,2.00e-02,8.00e-02,
161,1.60e-01,0.00e+00,
162,1.40e-01,8.00e-02,
163,2.00e-02,0.00e+00,
164,1.40e-01,8.00e-02,
165,2.00e-02,0.00e+00,
166,2.00e-02,2.00e-02,
167,1.40e-01,8.00e-02,
168,1.40e-01,8.00e-02,
169,-2.00e-02,-2.00e-02,
170,0.00e+00,8.00e-02,
171,1.40e-01,0.00e+00,
172,0.00e+00,8.00e-02,
173,1.20e-01,0.00e+00,
174,1.20e-01,8.00e-02,
175,-2.00e-02,0.00e+00,
176,1.20e-01,8.00e-02,
177,-2.00e-02,-2.00e-02,
178,-2.00e-02,8.00e-02,
179,1.40e-01,-2.00e-02,
180,-2.00e-02,6.00e-02,
181,1.00e-01,-4.00e-02,
182,0.00e+00,0.00e+00,
183,1.00e-01,6.00e-02,
184,-2.00e-02,6.00e-02,
185,1.00e-01,-2.00e-02,
186,8.00e-02,-2.00e-02,
187,-4.00e-02,6.00e-02,
188,8.00e-02,6.00e-02,
189,-4.00e-02,-6.00e-02,
190,8.00e-02,-4.00e-02,
191,-6.00e-02,6.00e-02,
192,6.00e-02,4.00e-02,
193,-4.00e-02,-4.00e-02,
194,-6.00e-02,4.00e-02,
195,6.00e-02,-4.00e-02,
196,-8.00e-02,-4.00e-02,
197,6.00e-02,4.00e-02,
198,6.00e-02,-1.00e-01,
199,-8.00e-02,6.00e-02,
200,6.00e-02,-4.00e-02,
201,-6.00e-02,4.00e-02,
202,-8.00e-02,2.00e-02,
203,4.00e-02,-6.00e-02,
204,4.00e-02,2.00e-02,
205,-1.00e-01,-6.00e-02,
206,2.00e-02,2.00e-02,
207,-1.00e-01,-8.00e-02,
208,-1.00e-01,2.00e-02,
209,6.00e-02,-1.00e-01,
210,-1.00e-01,0.00e+00,
211,2.00e-02,-8.00e-02,
212,-1.00e-01,-6.00e-02,
213,2.00e-02,0.00e+00,
214,-1.00e-01,2.00e-02,
215,2.00e-02,-8.00e-02,
216,-1.20e-01,0.00e+00,
