Время,Канал A
-606.98735270,-3.08908300
-606.82735270,-3.00088500
-606.66735270,-2.91253400
-606.50735270,-2.82433600
-606.34735270,-2.73598400
-606.18735270,-2.60368700
-606.02735270,-2.51533600
-605.86735270,-2.42713700
-605.70735270,-2.25058700
-605.54735271,-2.16238900
-605.38735271,-2.02993900
-605.22735271,-1.85338900
-605.06735271,-1.72109100
-604.90735271,-1.54454200
-604.74735271,-1.41209100
-604.58735271,-1.23569400
-604.42735271,-1.10324400
-604.26735271,-0.92669450
-604.10735271,-0.75014500
-603.94735272,-0.57374800
-603.78735272,-0.39719840
-603.62735272,-0.22064880
-603.46735272,-0.04425184
-603.30735272,0.13229770
-603.14735272,0.30884730
-602.98735272,0.48524430
-602.82735272,0.61769460
-602.66735272,0.79424420
-602.50735272,0.97079380
-602.34735273,1.14719100
-602.18735273,1.32374000
-602.02735273,1.45619100
-601.86735273,1.63274000
-601.70735273,1.80913700
-601.54735273,1.94158800
-601.38735273,2.11813700
-601.22735273,2.25043500
-601.06735273,2.38288500
-600.90735273,2.51533600
-600.74735273,2.60353400
-600.58735274,2.73598400
-600.42735274,2.86828200
-600.26735274,2.95663300
-600.10735274,3.04483200
-599.94735274,3.17728200
-599.78735274,3.22138100
-599.62735274,3.30958000
-599.46735274,3.39793100
-599.30735274,3.44203000
-599.14735274,3.48612900
-598.98735275,3.53022900
-598.82735275,3.53022900
-598.66735275,3.57448100
-598.50735275,3.57448100
-598.34735275,3.57448100
-598.18735275,3.57448100
-598.02735275,3.57448100
-597.86735275,3.57448100
-597.70735275,3.48612900
-597.54735275,3.48612900
-597.38735276,3.39793100
-597.22735276,3.35383200
-597.06735276,3.30958000
-596.90735276,3.22138100
-596.74735276,3.17728200
-596.58735276,3.04483200
-596.42735276,2.95663300
-596.26735276,2.86828200
-596.10735276,2.73598400
-595.94735276,2.60353400
-595.78735276,2.51533600
-595.62735277,2.38288500
-595.46735277,2.20633600
-595.30735277,2.11813700
-595.14735277,1.94158800
-594.98735277,1.80913700
-594.82735277,1.63274000
-594.66735277,1.45619100
-594.50735277,1.27964100
-594.34735277,1.10309100
-594.18735277,0.97079380
-594.02735278,0.75014500
-593.86735278,0.57359540
-593.70735278,0.39704580
-593.54735278,0.22049620
-593.38735278,0.04394665
-593.22735278,-0.13245030
-593.06735278,-0.30884730
-592.90735278,-0.48539690
-592.74735278,-0.66194650
-592.58735278,-0.83849600
-592.42735279,-1.01504600
-592.26735279,-1.19144300
-592.10735279,-1.36799200
-591.94735279,-1.54454200
-591.78735279,-1.67699200
-591.62735279,-1.85338900
-591.46735279,-2.02993900
-591.30735279,-2.16238900
-591.14735279,-2.29468700
-590.98735279,-2.42713700
-590.82735280,-2.55958700
-590.66735280,-2.69188500
-590.50735280,-2.78023600
-590.34735280,-2.91253400
-590.18735280,-3.00088500
-590.02735280,-3.13318300
-589.86735280,-3.22153400
-589.70735280,-3.26563300
-589.54735280,-3.35383200
-589.38735280,-3.39808300
-589.22735280,-3.48628200
-589.06735281,-3.53038100
-588.90735281,-3.57448100
-588.74735281,-3.57448100
-588.58735281,-3.57448100
-588.42735281,-3.61873200
-588.26735281,-3.61873200
-588.10735281,-3.57448100
-587.94735281,-3.57448100
-587.78735281,-3.57448100
-587.62735281,-3.48628200
-587.46735282,-3.48628200
-587.30735282,-3.44218300
-587.14735282,-3.35383200
-586.98735282,-3.26563300
-586.82735282,-3.22153400
-586.66735282,-3.08908300
-586.50735282,-3.00088500
-586.34735282,-2.91253400
-586.18735282,-2.78023600
-586.02735282,-2.69188500
-585.86735283,-2.55958700
-585.70735283,-2.42713700
-585.54735283,-2.25058700
-585.38735283,-2.11829000
-585.22735283,-1.98583900
-585.06735283,-1.80929000
-584.90735283,-1.67699200
-584.74735283,-1.50044300
-584.58735283,-1.32389300
-584.42735283,-1.14734300
-584.26735283,-0.97079380
-584.10735284,-0.79439680
-583.94735284,-0.61784720
-583.78735284,-0.44129770
-583.62735284,-0.26474810
-583.46735284,-0.08835109
-583.30735284,0.13229770
-583.14735284,0.30884730
-582.98735284,0.48524430
-582.82735284,0.66179390
-582.66735284,0.83834340
-582.50735285,1.01489300
-582.34735285,1.19144300
-582.18735285,1.41209100
-582.02735285,1.54438900
-581.86735285,1.72093900
-581.70735285,1.89748800
-581.54735285,2.02978600
-581.38735285,2.20633600
-581.22735285,2.33878600
-581.06735285,2.51533600
-580.90735286,2.64763300
-580.74735286,2.78008400
-580.58735286,2.86828200
-580.42735286,3.00073200
-580.26735286,3.13318300
-580.10735286,3.22138100
-579.94735286,3.30958000
-579.78735286,3.39793100
-579.62735286,3.44203000
-579.46735286,3.53022900
-579.30735287,3.57448100
-579.14735287,3.61858000
-578.98735287,3.66267900
-578.82735287,3.70677800
-578.66735287,3.75087700
-578.50735287,3.75087700
-578.34735287,3.75087700
-578.18735287,3.75087700
-578.02735287,3.75087700
-577.86735287,3.70677800
-577.70735287,3.66267900
-577.54735288,3.61858000
-577.38735288,3.57448100
-577.22735288,3.53022900
-577.06735288,3.44203000
-576.90735288,3.39793100
-576.74735288,3.26548100
-576.58735288,3.22138100
-576.42735288,3.08893100
-576.26735288,2.95663300
-576.10735288,2.86828200
-575.94735289,2.73598400
-575.78735289,2.60353400
-575.62735289,2.42698500
-575.46735289,2.33878600
-575.30735289,2.16223600
-575.14735289,1.98568700
-574.98735289,1.85338900
-574.82735289,1.67683900
-574.66735289,1.50029000
-574.50735289,1.32374000
-574.34735290,1.14719100
-574.18735290,1.01489300
-574.02735290,0.75014500
-573.86735290,0.57359540
-573.70735290,0.44114510
-573.54735290,0.22049620
-573.38735290,0.04394665
-573.22735290,-0.13245030
-573.06735290,-0.30884730
-572.90735290,-0.48539690
-572.74735290,-0.66194650
-572.58735291,-0.88259530
-572.42735291,-1.05914500
-572.26735291,-1.27979400
-572.10735291,-1.41209100
-571.94735291,-1.58864100
-571.78735291,-1.76519100
-571.62735291,-1.89764100
-571.46735291,-2.07403800
-571.30735291,-2.25058700
-571.14735291,-2.42713700
-570.98735292,-2.51533600
-570.82735292,-2.64778600
-570.66735292,-2.78023600
-570.50735292,-2.91253400
-570.34735292,-3.04498400
-570.18735292,-3.13318300
-570.02735292,-3.22153400
-569.86735292,-3.30973200
-569.70735292,-3.39808300
-569.54735292,-3.48628200
-569.38735293,-3.53038100
-569.22735293,-3.61873200
-569.06735293,-3.66283200
-568.90735293,-3.66283200
-568.74735293,-3.66283200
-568.58735293,-3.70693100
-568.42735293,-3.70693100
-568.26735293,-3.70693100
-568.10735293,-3.66283200
-567.94735293,-3.66283200
-567.78735294,-3.66283200
-567.62735294,-3.61873200
-567.46735294,-3.57448100
-567.30735294,-3.48628200
-567.14735294,-3.48628200
-566.98735294,-3.35383200
-566.82735294,-3.30973200
-566.66735294,-3.17743500
-566.50735294,-3.08908300
-566.34735294,-2.95678600
-566.18735294,-2.86843500
-566.02735295,-2.73598400
-565.86735295,-2.60368700
-565.70735295,-2.51533600
-565.54735295,-2.33893800
-565.38735295,-2.20648800
-565.22735295,-2.02993900
-565.06735295,-1.89764100
-564.90735295,-1.72109100
-564.74735295,-1.54454200
-564.58735295,-1.36799200
-564.42735296,-1.19144300
-564.26735296,-1.01504600
-564.10735296,-0.83849600
-563.94735296,-0.66194650
-563.78735296,-0.44129770
-563.62735296,-0.26474810
-563.46735296,-0.04425184
-563.30735296,0.13229770
-563.14735296,0.30884730
-562.98735296,0.48524430
-562.82735297,0.66179390
-562.66735297,0.83834340
-562.50735297,1.05899200
-562.34735297,1.23554200
-562.18735297,1.41209100
-562.02735297,1.54438900
-561.86735297,1.76503800
-561.70735297,1.94158800
-561.54735297,2.07403800
-561.38735297,2.25043500
-561.22735297,2.42698500
-561.06735298,2.55943500
-560.90735298,2.69188500
-560.74735298,2.82418300
-560.58735298,2.95663300
-560.42735298,3.04483200
-560.26735298,3.17728200
-560.10735298,3.26548100
-559.94735298,3.39793100
-559.78735298,3.44203000
-559.62735298,3.53022900
-559.46735299,3.57448100
-559.30735299,3.61858000
-559.14735299,3.70677800
-558.98735299,3.75087700
-558.82735299,3.79512900
-558.66735299,3.79512900
-558.50735299,3.79512900
-558.34735299,3.79512900
-558.18735299,3.79512900
-558.02735299,3.79512900
-557.86735300,3.75087700
-557.70735300,3.75087700
-557.54735300,3.66267900
-557.38735300,3.61858000
-557.22735300,3.57448100
-557.06735300,3.48612900
-556.90735300,3.44203000
-556.74735300,3.30958000
-556.58735300,3.22138100
-556.42735300,3.13318300
-556.26735301,3.00073200
-556.10735301,2.86828200
-555.94735301,2.73598400
-555.78735301,2.64763300
-555.62735301,2.51533600
-555.46735301,2.33878600
-555.30735301,2.16223600
-555.14735301,2.02978600
-554.98735301,1.89748800
-554.82735301,1.72093900
-554.66735301,1.50029000
-554.50735302,1.36784000
-554.34735302,1.19144300
-554.18735302,1.01489300
-554.02735302,0.79424420
-553.86735302,0.61769460
-553.70735302,0.44114510
-553.54735302,0.22049620
-553.38735302,0.04394665
-553.22735302,-0.13245030
-553.06735302,-0.30884730
-552.90735303,-0.48539690
-552.74735303,-0.70604570
-552.58735303,-0.83849600
-552.42735303,-1.05914500
-552.26735303,-1.23569400
-552.10735303,-1.41209100
-551.94735303,-1.58864100
-551.78735303,-1.76519100
-551.62735303,-1.89764100
-551.46735303,-2.07403800
-551.30735304,-2.25058700
-551.14735304,-2.38303800
-550.98735304,-2.55958700
-550.82735304,-2.64778600
-550.66735304,-2.78023600
-550.50735304,-2.91253400
-550.34735304,-3.04498400
-550.18735304,-3.13318300
-550.02735304,-3.22153400
-549.86735304,-3.30973200
-549.70735304,-3.39808300
-549.54735305,-3.48628200
-549.38735305,-3.53038100
-549.22735305,-3.57448100
-549.06735305,-3.61873200
-548.90735305,-3.66283200
-548.74735305,-3.66283200
-548.58735305,-3.70693100
-548.42735305,-3.70693100
-548.26735305,-3.70693100
-548.10735305,-3.66283200
-547.94735306,-3.66283200
-547.78735306,-3.66283200
-547.62735306,-3.61873200
-547.46735306,-3.57448100
-547.30735306,-3.48628200
-547.14735306,-3.44218300
-546.98735306,-3.35383200
-546.82735306,-3.26563300
-546.66735306,-3.17743500
-546.50735306,-3.08908300
-546.34735307,-2.95678600
-546.18735307,-2.86843500
-546.02735307,-2.73598400
-545.86735307,-2.60368700
-545.70735307,-2.47123600
-545.54735307,-2.33893800
-545.38735307,-2.16238900
-545.22735307,-2.02993900
-545.06735307,-1.85338900
-544.90735307,-1.72109100
-544.74735308,-1.54454200
-544.58735308,-1.36799200
-544.42735308,-1.14734300
-544.26735308,-1.01504600
-544.10735308,-0.83849600
-543.94735308,-0.66194650
-543.78735308,-0.44129770
-543.62735308,-0.26474810
-543.46735308,-0.04425184
-543.30735308,0.13229770
-543.14735308,0.30884730
-542.98735309,0.48524430
-542.82735309,0.66179390
-542.66735309,0.83834340
-542.50735309,1.05899200
-542.34735309,1.23554200
-542.18735309,1.41209100
-542.02735309,1.58848800
-541.86735309,1.76503800
-541.70735309,1.89748800
-541.54735309,2.07403800
-541.38735310,2.20633600
-541.22735310,2.38288500
-541.06735310,2.51533600
-540.90735310,2.69188500
-540.74735310,2.78008400
-540.58735310,2.91253400
-540.42735310,3.00073200
-540.26735310,3.13318300
-540.10735310,3.22138100
-539.94735310,3.30958000
-539.78735311,3.39793100
-539.62735311,3.48612900
-539.46735311,3.57448100
-539.30735311,3.61858000
-539.14735311,3.61858000
-538.98735311,3.66267900
-538.82735311,3.70677800
-538.66735311,3.75087700
-538.50735311,3.75087700
-538.34735311,3.75087700
-538.18735311,3.75087700
-538.02735312,3.75087700
-537.86735312,3.66267900
-537.70735312,3.66267900
-537.54735312,3.61858000
-537.38735312,3.57448100
-537.22735312,3.48612900
-537.06735312,3.44203000
-536.90735312,3.35383200
-536.74735312,3.26548100
-536.58735312,3.17728200
-536.42735313,3.08893100
-536.26735313,2.95663300
-536.10735313,2.82418300
-535.94735313,2.69188500
-535.78735313,2.60353400
-535.62735313,2.42698500
-535.46735313,2.33878600
-535.30735313,2.16223600
-535.14735313,1.98568700
-534.98735313,1.85338900
-534.82735314,1.67683900
-534.66735314,1.50029000
-534.50735314,1.32374000
-534.34735314,1.14719100
-534.18735314,0.97079380
-534.02735314,0.79424420
-533.86735314,0.61769460
-533.70735314,0.39704580
-533.54735314,0.22049620
-533.38735314,0.04394665
-533.22735315,-0.13245030
-533.06735315,-0.30884730
-532.90735315,-0.48539690
-532.74735315,-0.66194650
-532.58735315,-0.83849600
-532.42735315,-1.01504600
-532.26735315,-1.19144300
-532.10735315,-1.36799200
-531.94735315,-1.54454200
-531.78735315,-1.72109100
-531.62735315,-1.89764100
-531.46735316,-2.02993900
-531.30735316,-2.20648800
-531.14735316,-2.33893800
-530.98735316,-2.47123600
-530.82735316,-2.60368700
-530.66735316,-2.73598400
-530.50735316,-2.82433600
-530.34735316,-2.95678600
-530.18735316,-3.04498400
-530.02735316,-3.13318300
-529.86735317,-3.22153400
-529.70735317,-3.30973200
-529.54735317,-3.35383200
-529.38735317,-3.44218300
-529.22735317,-3.48628200
-529.06735317,-3.48628200
-528.90735317,-3.57448100
-528.74735317,-3.57448100
-528.58735317,-3.57448100
-528.42735317,-3.61873200
-528.26735318,-3.57448100
-528.10735318,-3.57448100
-527.94735318,-3.57448100
-527.78735318,-3.57448100
-527.62735318,-3.48628200
-527.46735318,-3.44218300
-527.30735318,-3.39808300
-527.14735318,-3.30973200
-526.98735318,-3.26563300
-526.82735318,-3.17743500
-526.66735318,-3.08908300
-526.50735319,-2.95678600
-526.34735319,-2.91253400
-526.18735319,-2.78023600
-526.02735319,-2.60368700
-525.86735319,-2.51533600
-525.70735319,-2.38303800
-525.54735319,-2.25058700
-525.38735319,-2.07403800
-525.22735319,-1.94174000
-525.06735319,-1.80929000
-524.90735320,-1.63274000
-524.74735320,-1.45634300
-524.58735320,-1.32389300
-524.42735320,-1.10324400
-524.26735320,-0.97079380
-524.10735320,-0.79439680
-523.94735320,-0.61784720
-523.78735320,-0.39719840
-523.62735320,-0.26474810
-523.46735320,-0.04425184
-523.30735321,0.13229770
-523.14735321,0.30884730
-522.98735321,0.48524430
-522.82735321,0.66179390
-522.66735321,0.83834340
-522.50735321,1.01489300
-522.34735321,1.19144300
-522.18735321,1.36784000
-522.02735321,1.50029000
-521.86735321,1.67683900
-521.70735322,1.80913700
-521.54735322,1.98568700
-521.38735322,2.16223600
-521.22735322,2.29468700
-521.06735322,2.42698500
-520.90735322,2.55943500
-520.74735322,2.69188500
-520.58735322,2.78008400
-520.42735322,2.91253400
-520.26735322,3.04483200
-520.10735322,3.08893100
-519.94735323,3.17728200
-519.78735323,3.26548100
-519.62735323,3.30958000
-519.46735323,3.39793100
-519.30735323,3.44203000
-519.14735323,3.48612900
-518.98735323,3.57448100
-518.82735323,3.57448100
-518.66735323,3.57448100
-518.50735323,3.57448100
-518.34735324,3.57448100
-518.18735324,3.57448100
-518.02735324,3.57448100
-517.86735324,3.57448100
-517.70735324,3.48612900
-517.54735324,3.44203000
-517.38735324,3.39793100
-517.22735324,3.35383200
-517.06735324,3.26548100
-516.90735324,3.22138100
-516.74735325,3.13318300
-516.58735325,3.04483200
-516.42735325,2.91253400
-516.26735325,2.82418300
-516.10735325,2.69188500
-515.94735325,2.55943500
-515.78735325,2.47108400
-515.62735325,2.33878600
-515.46735325,2.16223600
-515.30735325,2.02978600
-515.14735325,1.89748800
-514.98735326,1.76503800
-514.82735326,1.58848800
-514.66735326,1.45619100
-514.50735326,1.27964100
-514.34735326,1.10309100
-514.18735326,0.92654190
-514.02735326,0.75014500
-513.86735326,0.57359540
-513.70735326,0.39704580
-513.54735326,0.22049620
-513.38735327,0.04394665
-513.22735327,-0.13245030
-513.06735327,-0.30884730
-512.90735327,-0.48539690
-512.74735327,-0.66194650
-512.58735327,-0.83849600
-512.42735327,-0.97079380
-512.26735327,-1.14734300
-512.10735327,-1.32389300
-511.94735327,-1.45634300
-511.78735328,-1.63274000
-511.62735328,-1.76519100
-511.46735328,-1.89764100
-511.30735328,-2.07403800
-511.14735328,-2.20648800
-510.98735328,-2.33893800
-510.82735328,-2.47123600
-510.66735328,-2.55958700
-510.50735328,-2.69188500
-510.34735328,-2.78023600
-510.18735329,-2.86843500
-510.02735329,-2.95678600
-509.86735329,-3.04498400
-509.70735329,-3.13318300
-509.54735329,-3.17743500
-509.38735329,-3.22153400
-509.22735329,-3.26563300
-509.06735329,-3.30973200
-508.90735329,-3.30973200
-508.74735329,-3.39808300
-508.58735329,-3.39808300
-508.42735330,-3.39808300
-508.26735330,-3.39808300
-508.10735330,-3.39808300
-507.94735330,-3.35383200
-507.78735330,-3.30973200
-507.62735330,-3.30973200
-507.46735330,-3.22153400
-507.30735330,-3.17743500
-507.14735330,-3.13318300
-506.98735330,-3.04498400
-506.82735331,-2.95678600
-506.66735331,-2.91253400
-506.50735331,-2.78023600
-506.34735331,-2.69188500
-506.18735331,-2.60368700
-506.02735331,-2.47123600
-505.86735331,-2.38303800
-505.70735331,-2.25058700
-505.54735331,-2.07403800
-505.38735331,-1.98583900
-505.22735332,-1.80929000
-505.06735332,-1.67699200
-504.90735332,-1.54454200
-504.74735332,-1.36799200
-504.58735332,-1.19144300
-504.42735332,-1.05914500
-504.26735332,-0.88259530
-504.10735332,-0.70604570
-503.94735332,-0.57374800
-503.78735332,-0.39719840
-503.62735332,-0.22064880
-503.46735333,-0.04425184
-503.30735333,0.13229770
-503.14735333,0.30884730
-502.98735333,0.44114510
-502.82735333,0.61769460
-502.66735333,0.79424420
-502.50735333,0.92654190
-502.34735333,1.10309100
-502.18735333,1.27964100
-502.02735333,1.45619100
-501.86735334,1.58848800
-501.70735334,1.72093900
-501.54735334,1.85338900
-501.38735334,1.98568700
-501.22735334,2.16223600
-501.06735334,2.25043500
-500.90735334,2.38288500
-500.74735334,2.51533600
-500.58735334,2.60353400
-500.42735334,2.69188500
-500.26735335,2.78008400
-500.10735335,2.86828200
-499.94735335,2.95663300
-499.78735335,3.04483200
-499.62735335,3.08893100
-499.46735335,3.17728200
-499.30735335,3.22138100
-499.14735335,3.22138100
-498.98735335,3.26548100
-498.82735335,3.30958000
-498.66735336,3.30958000
-498.50735336,3.35383200
-498.34735336,3.30958000
-498.18735336,3.30958000
-498.02735336,3.30958000
-497.86735336,3.26548100
-497.70735336,3.22138100
-497.54735336,3.22138100
-497.38735336,3.17728200
-497.22735336,3.08893100
-497.06735336,3.04483200
-496.90735337,2.95663300
-496.74735337,2.86828200
-496.58735337,2.78008400
-496.42735337,2.69188500
-496.26735337,2.60353400
-496.10735337,2.51533600
-495.94735337,2.38288500
-495.78735337,2.25043500
-495.62735337,2.16223600
-495.46735337,1.98568700
-495.30735338,1.89748800
-495.14735338,1.76503800
-494.98735338,1.63274000
-494.82735338,1.45619100
-494.66735338,1.32374000
-494.50735338,1.14719100
-494.34735338,1.01489300
-494.18735338,0.83834340
-494.02735338,0.70589310
-493.86735338,0.52949610
-493.70735339,0.39704580
-493.54735339,0.22049620
-493.38735339,0.04394665
-493.22735339,-0.13245030
-493.06735339,-0.26474810
-492.90735339,-0.44129770
-492.74735339,-0.61784720
-492.58735339,-0.75014500
-492.42735339,-0.88259530
-492.26735339,-1.05914500
-492.10735339,-1.19144300
-491.94735340,-1.36799200
-491.78735340,-1.50044300
-491.62735340,-1.63274000
-491.46735340,-1.72109100
-491.30735340,-1.89764100
-491.14735340,-2.02993900
-490.98735340,-2.11829000
-490.82735340,-2.25058700
-490.66735340,-2.33893800
-490.50735340,-2.42713700
-490.34735341,-2.51533600
-490.18735341,-2.60368700
-490.02735341,-2.69188500
-489.86735341,-2.78023600
-489.70735341,-2.82433600
-489.54735341,-2.86843500
-489.38735341,-2.95678600
-489.22735341,-2.95678600
-489.06735341,-3.00088500
-488.90735341,-3.04498400
-488.74735342,-3.08908300
-488.58735342,-3.08908300
-488.42735342,-3.08908300
-488.26735342,-3.08908300
-488.10735342,-3.08908300
-487.94735342,-3.04498400
-487.78735342,-3.00088500
-487.62735342,-2.95678600
-487.46735342,-2.95678600
-487.30735342,-2.86843500
-487.14735343,-2.86843500
-486.98735343,-2.78023600
-486.82735343,-2.69188500
-486.66735343,-2.60368700
-486.50735343,-2.51533600
-486.34735343,-2.42713700
-486.18735343,-2.33893800
-486.02735343,-2.25058700
-485.86735343,-2.11829000
-485.70735343,-2.02993900
-485.54735343,-1.89764100
-485.38735344,-1.80929000
-485.22735344,-1.63274000
-485.06735344,-1.50044300
-484.90735344,-1.36799200
-484.74735344,-1.23569400
-484.58735344,-1.10324400
-484.42735344,-0.92669450
-484.26735344,-0.79439680
-484.10735344,-0.66194650
-483.94735344,-0.48539690
-483.78735345,-0.35309920
-483.62735345,-0.22064880
-483.46735345,-0.04425184
-483.30735345,0.08819849
-483.14735345,0.26459550
-482.98735345,0.39704580
-482.82735345,0.57359540
-482.66735345,0.70589310
-482.50735345,0.83834340
-482.34735345,1.01489300
-482.18735346,1.14719100
-482.02735346,1.27964100
-481.86735346,1.45619100
-481.70735346,1.54438900
-481.54735346,1.67683900
-481.38735346,1.80913700
-481.22735346,1.89748800
-481.06735346,2.02978600
-480.90735346,2.16223600
-480.74735346,2.25043500
-480.58735347,2.33878600
-480.42735347,2.42698500
-480.26735347,2.51533600
-480.10735347,2.60353400
-479.94735347,2.64763300
-479.78735347,2.73598400
-479.62735347,2.78008400
-479.46735347,2.86828200
-479.30735347,2.86828200
-479.14735347,2.86828200
-478.98735347,2.91253400
-478.82735348,2.95663300
-478.66735348,3.00073200
-478.50735348,2.95663300
-478.34735348,2.95663300
-478.18735348,2.95663300
-478.02735348,2.95663300
-477.86735348,2.91253400
-477.70735348,2.86828200
-477.54735348,2.86828200
-477.38735348,2.82418300
-477.22735349,2.78008400
-477.06735349,2.69188500
-476.90735349,2.64763300
-476.74735349,2.55943500
-476.58735349,2.51533600
-476.42735349,2.42698500
-476.26735349,2.33878600
-476.10735349,2.25043500
-475.94735349,2.11813700
-475.78735349,2.02978600
-475.62735350,1.94158800
-475.46735350,1.80913700
-475.30735350,1.67683900
-475.14735350,1.54438900
-474.98735350,1.45619100
-474.82735350,1.27964100
-474.66735350,1.19144300
-474.50735350,1.05899200
-474.34735350,0.92654190
-474.18735350,0.75014500
-474.02735350,0.61769460
-473.86735351,0.48524430
-473.70735351,0.35294650
-473.54735351,0.17639700
-473.38735351,0.04394665
-473.22735351,-0.08835109
-473.06735351,-0.26474810
-472.90735351,-0.35309920
-472.74735351,-0.52949610
-472.58735351,-0.66194650
-472.42735351,-0.79439680
-472.26735352,-0.92669450
-472.10735352,-1.05914500
-471.94735352,-1.19144300
-471.78735352,-1.32389300
-471.62735352,-1.45634300
-471.46735352,-1.54454200
-471.30735352,-1.67699200
-471.14735352,-1.76519100
-470.98735352,-1.89764100
-470.82735352,-1.98583900
-470.66735353,-2.07403800
-470.50735353,-2.16238900
-470.34735353,-2.25058700
-470.18735353,-2.33893800
-470.02735353,-2.38303800
-469.86735353,-2.42713700
-469.70735353,-2.51533600
-469.54735353,-2.55958700
-469.38735353,-2.60368700
-469.22735353,-2.60368700
-469.06735354,-2.64778600
-468.90735354,-2.69188500
-468.74735354,-2.69188500
-468.58735354,-2.73598400
-468.42735354,-2.69188500
-468.26735354,-2.73598400
-468.10735354,-2.69188500
-467.94735354,-2.69188500
-467.78735354,-2.64778600
-467.62735354,-2.60368700
-467.46735354,-2.55958700
-467.30735355,-2.55958700
-467.14735355,-2.47123600
-466.98735355,-2.42713700
-466.82735355,-2.38303800
-466.66735355,-2.25058700
-466.50735355,-2.20648800
-466.34735355,-2.11829000
-466.18735355,-2.02993900
-466.02735355,-1.94174000
-465.86735355,-1.85338900
-465.70735356,-1.76519100
-465.54735356,-1.63274000
-465.38735356,-1.54454200
-465.22735356,-1.45634300
-465.06735356,-1.32389300
-464.90735356,-1.19144300
-464.74735356,-1.05914500
-464.58735356,-0.92669450
-464.42735356,-0.83849600
-464.26735356,-0.66194650
-464.10735357,-0.57374800
-463.94735357,-0.44129770
-463.78735357,-0.30884730
-463.62735357,-0.13245030
-463.46735357,-0.04425184
-463.30735357,0.08819849
-463.14735357,0.22049620
-462.98735357,0.35294650
-462.82735357,0.48524430
-462.66735357,0.61769460
-462.50735357,0.75014500
-462.34735358,0.88244270
-462.18735358,1.01489300
-462.02735358,1.14719100
-461.86735358,1.23554200
-461.70735358,1.36784000
-461.54735358,1.45619100
-461.38735358,1.54438900
-461.22735358,1.67683900
-461.06735358,1.76503800
-460.90735358,1.85338900
-460.74735359,1.98568700
-460.58735359,2.02978600
-460.42735359,2.11813700
-460.26735359,2.20633600
-460.10735359,2.25043500
-459.94735359,2.29468700
-459.78735359,2.33878600
-459.62735359,2.42698500
-459.46735359,2.47108400
-459.30735359,2.51533600
-459.14735360,2.51533600
-458.98735360,2.55943500
-458.82735360,2.55943500
-458.66735360,2.60353400
-458.50735360,2.60353400
-458.34735360,2.55943500
-458.18735360,2.55943500
-458.02735360,2.55943500
-457.86735360,2.55943500
-457.70735360,2.51533600
-457.54735361,2.47108400
