Частота,Канал A,Канал B
(kГц),(В),(В)

36.66877747,0.00111507,0.00018102
36.71646118,0.00555037,0.00037650
36.76414490,0.00652094,0.00034817
36.81182861,0.00287249,0.00028762
36.85951233,0.00024021,0.00027916
36.90719604,0.00022796,0.00014318
36.95487976,0.00049851,0.00015439
37.00256348,0.00042593,0.00011553
37.05024719,0.00042968,0.00031083
37.09793091,0.00032145,0.00064801
37.14561462,0.00058335,0.00073581
37.19329834,0.00017999,0.00065431
37.24098206,0.00022333,0.00045725
37.28866577,0.00065265,0.00021599
37.33634949,0.00037037,0.00024462
37.38403320,0.00182080,0.00040296
37.43171692,0.00288297,0.00029160
37.47940063,0.11677280,0.00397950
37.52708435,0.47329050,0.01547280
37.57476807,0.61452670,0.01992173
37.62245178,0.28894530,0.00926214
37.67013550,0.03201250,0.00097467
37.71781921,0.00058351,0.00046642
37.76550293,0.00041886,0.00034233
37.81318665,0.00010723,0.00017571
37.86087036,0.00052591,0.00006275
37.90855408,0.00016106,0.00003696
37.95623779,0.00010891,0.00010054
38.00392151,0.00009173,0.00021899
38.05160522,0.00027722,0.00040034
38.09928894,0.00032798,0.00029858
38.14697266,0.00014856,0.00011967
38.19465637,0.00009472,0.00014383
38.24234009,0.00033491,0.00016828
38.29002380,0.00042650,0.00002811
38.33770752,0.00256746,0.00029343
38.38539124,0.00376964,0.00049377
38.43307495,0.00180686,0.00036163
38.48075867,0.00126157,0.00010337
38.52844238,0.00413625,0.00001349
38.57612610,0.00431660,0.00008383
38.62380981,0.00160157,0.00015364
38.67149353,0.00013097,0.00019044
38.71917725,0.00047760,0.00018696
38.76686096,0.00048956,0.00016833
38.81454468,0.00028554,0.00017842
38.86222839,0.00026958,0.00012656
38.90991211,0.00025096,0.00010553
38.95759583,0.00008561,0.00011994
39.00527954,0.00012998,0.00016694
39.05296326,0.00014952,0.00030341
39.10064697,0.00008813,0.00030757
39.14833069,0.00007193,0.00025036
39.19601440,0.00021833,0.00023476
39.24369812,0.00031243,0.00019246
39.29138184,0.00383817,0.00006413
39.33906555,0.01384788,0.00008949
39.38674927,0.01637988,0.00024581
39.43443298,0.00694063,0.00031421
39.48211670,0.00412370,0.00023628
39.52980042,0.00968450,0.00025244
39.57748413,0.00834701,0.00013320
39.62516785,0.00237602,0.00024450
39.67285156,0.00015555,0.00034621
39.72053528,0.00028569,0.00037851
39.76821899,0.00030158,0.00034824
39.81590271,0.00018077,0.00032556
39.86358643,0.00015693,0.00028296
39.91127014,0.00017053,0.00006709
39.95895386,0.00012651,0.00015265
40.00663757,0.00011572,0.00029830
40.05432129,0.00009369,0.00032555
40.10200500,0.00017393,0.00030566
40.14968872,0.00033671,0.00027280
40.19737244,0.00041724,0.00008383
40.24505615,0.00022835,0.00012845
40.29273987,0.00090335,0.00010757
40.34042358,0.00254330,0.00008102
40.38810730,0.00258606,0.00006662
40.43579102,0.00114682,0.00015222
40.48347473,0.00049329,0.00013378
40.53115845,0.00039034,0.00004379
40.57884216,0.00035454,0.00008659
40.62652588,0.00041230,0.00007329
40.67420959,0.00024434,0.00008492
40.72189331,0.00016211,0.00038857
40.76957703,0.00015676,0.00032727
40.81726074,0.00015317,0.00006337
40.86494446,0.00013250,0.00013922
40.91262817,0.00015164,0.00003811
40.96031189,0.00018846,0.00013780
41.00799561,0.00014455,0.00017698
41.05567932,0.00001515,0.00014859
41.10336304,0.00115529,0.00004758
41.15104675,0.00376602,0.00019314
41.19873047,0.00411322,0.00033247
41.24641418,0.00320695,0.00032006
41.29409790,0.01992924,0.00033265
41.34178162,0.04449696,0.00064485
41.38946533,0.03575662,0.00070355
41.43714905,0.00923961,0.00039959
41.48483276,0.00007909,0.00009559
41.53251648,0.00007207,0.00032417
41.58020020,0.00013166,0.00048124
41.62788391,0.00013618,0.00049214
41.67556763,0.00010834,0.00041097
41.72325134,0.00014307,0.00034489
41.77093506,0.00013491,0.00039070
41.81861877,0.00025210,0.00039758
41.86630249,0.00035210,0.00035546
41.91398621,0.00034701,0.00037566
41.96166992,0.00028907,0.00027133
42.00935364,0.00027278,0.00014150
42.05703735,0.00029432,0.00025082
42.10472107,0.00146427,0.00029288
42.15240479,0.00362632,0.00026253
42.20008850,0.00342590,0.00028644
42.24777222,0.00112349,0.00020563
42.29545593,0.00095190,0.00017256
42.34313965,0.00244042,0.00006703
42.39082336,0.00185365,0.00021821
42.43850708,0.00043037,0.00036475
42.48619080,0.00006501,0.00018555
42.53387451,0.00013883,0.00017748
42.58155823,0.00007350,0.00024217
42.62924194,0.00022127,0.00025852
42.67692566,0.00025591,0.00028246
42.72460938,0.00002957,0.00013968
42.77229309,0.00007835,0.00034618
42.81997681,0.00002005,0.00025061
42.86766052,0.00005928,0.00016121
42.91534424,0.00021052,0.00025939
42.96302795,0.00025474,0.00031316
43.01071167,0.00026541,0.00026895
43.05839539,0.00210564,0.00016486
43.10607910,0.01482679,0.00032060
43.15376282,0.02950560,0.00066645
43.20144653,0.02169795,0.00054568
43.24913025,0.00536908,0.00029908
43.29681396,0.00159777,0.00025954
43.34449768,0.00238458,0.00023756
43.39218140,0.00135424,0.00022324
43.43986511,0.00040418,0.00044481
43.48754883,0.00037491,0.00035531
43.53523254,0.00035654,0.00033678
43.58291626,0.00029332,0.00040793
43.63059998,0.00029884,0.00011599
43.67828369,0.00030039,0.00013807
43.72596741,0.00008376,0.00021659
43.77365112,0.00027742,0.00014525
43.82133484,0.00039236,0.00016237
43.86901855,0.00046109,0.00034370
43.91670227,0.00217203,0.00028969
43.96438599,0.00460687,0.00011806
44.01206970,0.00385307,0.00026487
44.05975342,0.00079898,0.00034165
44.10743713,0.00946340,0.00039406
44.15512085,0.01567594,0.00033185
44.20280457,0.00924659,0.00020191
44.25048828,0.00125567,0.00029083
44.29817200,0.00046964,0.00035238
44.34585571,0.00042961,0.00032494
44.39353943,0.00023393,0.00014157
44.44122314,0.00027261,0.00019212
44.48890686,0.00019737,0.00024068
44.53659058,0.00011474,0.00001494
44.58427429,0.00027679,0.00015234
44.63195801,0.00038934,0.00018536
44.67964172,0.00043116,0.00032935
44.72732544,0.00040638,0.00038881
44.77500916,0.00019569,0.00032523
44.82269287,0.00015566,0.00015660
44.87037659,0.00013724,0.00003145
44.91806030,0.00066379,0.00006257
44.96574402,0.00140360,0.00007371
45.01342773,0.00108834,0.00018475
45.06111145,0.00042163,0.00015763
45.10879517,0.00171600,0.00017845
45.15647888,0.00245280,0.00026698
45.20416260,0.00116597,0.00017942
45.25184631,0.00009576,0.00031020
45.29953003,0.00024960,0.00034079
45.34721375,0.00029090,0.00028956
45.39489746,0.00024812,0.00022180
45.44258118,0.00030364,0.00011302
45.49026489,0.00040871,0.00013705
45.53794861,0.00033782,0.00015843
45.58563232,0.00029571,0.00027234
45.63331604,0.00032535,0.00047749
45.68099976,0.00019665,0.00037270
45.72868347,0.00010639,0.00023859
45.77636719,0.00026845,0.00032684
45.82405090,0.00020690,0.00018172
45.87173462,0.00107431,0.00012569
45.91941833,0.00574357,0.00016682
45.96710205,0.00860689,0.00025684
46.01478577,0.00473076,0.00032884
46.06246948,0.00132561,0.00031631
46.11015320,0.00530693,0.00024972
46.15783691,0.00584639,0.00037851
46.20552063,0.00244910,0.00048644
46.25320435,0.00032761,0.00050949
46.30088806,0.00016262,0.00034499
46.34857178,0.00034379,0.00020780
46.39625549,0.00029460,0.00039039
46.44393921,0.00045336,0.00046392
46.49162292,0.00036204,0.00029357
46.53930664,0.00064265,0.00012756
46.58699036,0.00022286,0.00034475
46.63467407,0.00018738,0.00023161
46.68235779,0.00077790,0.00009072
46.73004150,0.00057397,0.00016985
46.77772522,0.00212949,0.00010063
46.82540894,0.00402080,0.00000351
46.87309265,0.12519720,0.00315208
46.92077637,0.46775370,0.01227866
46.96846008,0.57243040,0.01518241
47.01614380,0.25194120,0.00661913
47.06382751,0.02441267,0.00043163
47.11151123,0.00046312,0.00032582
47.15919495,0.00073863,0.00028813
47.20687866,0.00008786,0.00016419
47.25456238,0.00050587,0.00024374
47.30224609,0.00004861,0.00042718
47.34992981,0.00009325,0.00057092
47.39761353,0.00018748,0.00043335
47.44529724,0.00026307,0.00017572
47.49298096,0.00029854,0.00006559
47.54066467,0.00016796,0.00018016
47.58834839,0.00009933,0.00036014
47.63603210,0.00032299,0.00016453
47.68371582,0.00049516,0.00019152
47.73139954,0.00190312,0.00029829
47.77908325,0.00252929,0.00028525
47.82676697,0.00115712,0.00042867
47.87445068,0.00098251,0.00034513
47.92213440,0.00284585,0.00012446
47.96981812,0.00273222,0.00036323
48.01750183,0.00088962,0.00024448
48.06518555,0.00018631,0.00020917
48.11286926,0.00038768,0.00039666
48.16055298,0.00033882,0.00047142
48.20823669,0.00029037,0.00041919
48.25592041,0.00032537,0.00016521
48.30360413,0.00032900,0.00026548
48.35128784,0.00029412,0.00042816
48.39897156,0.00019623,0.00019038
48.44665527,0.00024125,0.00025788
48.49433899,0.00027710,0.00041145
48.54202271,0.00023724,0.00019506
48.58970642,0.00031025,0.00009552
48.63739014,0.00040537,0.00005642
48.68507385,0.00463710,0.00017366
48.73275757,0.01513050,0.00029976
48.78044128,0.01685659,0.00025995
48.82812500,0.00676331,0.00013512
48.87580872,0.00458813,0.00021843
48.92349243,0.01027886,0.00030342
48.97117615,0.00828231,0.00059024
49.01885986,0.00204718,0.00066778
49.06654358,0.00008381,0.00033477
49.11422729,0.00012554,0.00028083
49.16191101,0.00016343,0.00036282
49.20959473,0.00012075,0.00044549
49.25727844,0.00013513,0.00049713
49.30496216,0.00014967,0.00037868
49.35264587,0.00003389,0.00016255
49.40032959,0.00007697,0.00024465
49.44801331,0.00006407,0.00024009
49.49569702,0.00012865,0.00015202
49.54338074,0.00056285,0.00021731
49.59106445,0.00070856,0.00033768
49.63874817,0.00028912,0.00032438
49.68643188,0.00182960,0.00022305
49.73411560,0.00521531,0.00022852
49.78179932,0.00495093,0.00026013
49.82948303,0.00172813,0.00029697
49.87716675,0.00071619,0.00033315
49.92485046,0.00073059,0.00010710
49.97253418,0.00037828,0.00012880
50.02021790,0.00011548,0.00008159
50.06790161,0.00011728,0.00008759
50.11558533,0.00016861,0.00018263
50.16326904,0.00021733,0.00019809
50.21095276,0.00021423,0.00017056
50.25863647,0.00013688,0.00012363
50.30632019,0.00010384,0.00032683
50.35400391,0.00001326,0.00027742
50.40168762,0.00007035,0.00003687
50.44937134,0.00019755,0.00030277
50.49705505,0.00137963,0.00029760
50.54473877,0.00365988,0.00037668
50.59242249,0.00375670,0.00033554
50.64010620,0.00323096,0.00008947
50.68778992,0.01857712,0.00025288
50.73547363,0.03879245,0.00033844
50.78315735,0.02944491,0.00027628
50.83084106,0.00706988,0.00026580
50.87852478,0.00011353,0.00031335
50.92620850,0.00012410,0.00032134
50.97389221,0.00014646,0.00044025
51.02157593,0.00021540,0.00041009
51.06925964,0.00024017,0.00019492
51.11694336,0.00016549,0.00034708
51.16462708,0.00004884,0.00044920
51.21231079,0.00005897,0.00052662
51.25999451,0.00013486,0.00046565
51.30767822,0.00027903,0.00044128
51.35536194,0.00039633,0.00050898
51.40304565,0.00033443,0.00025821
51.45072937,0.00009458,0.00027977
51.49841309,0.00171665,0.00049652
51.54609680,0.00431754,0.00059351
51.59378052,0.00386943,0.00051337
51.64146423,0.00119443,0.00033150
51.68914795,0.00136407,0.00015266
51.73683167,0.00292949,0.00021553
51.78451538,0.00208513,0.00006755
51.83219910,0.00047473,0.00010565
51.87988281,0.00009366,0.00016862
51.92756653,0.00015203,0.00032010
51.97525024,0.00009125,0.00032476
52.02293396,0.00039400,0.00017350
52.07061768,0.00047831,0.00032304
52.11830139,0.00032117,0.00032215
52.16598511,0.00020337,0.00012060
52.21366882,0.00017036,0.00026395
52.26135254,0.00017453,0.00022369
52.30903625,0.00007231,0.00016324
52.35671997,0.00006664,0.00023928
52.40440369,0.00001825,0.00028315
52.45208740,0.00148032,0.00025319
52.49977112,0.00966008,0.00022346
52.54745483,0.01791332,0.00004028
52.59513855,0.01230813,0.00012523
52.64282227,0.00282870,0.00013473
52.69050598,0.00094374,0.00012767
52.73818970,0.00137729,0.00005909
52.78587341,0.00059993,0.00025098
52.83355713,0.00020412,0.00019329
52.88124084,0.00031932,0.00009215
52.92892456,0.00030631,0.00021729
52.97660828,0.00013081,0.00017188
53.02429199,0.00009804,0.00002999
53.07197571,0.00011002,0.00019732
53.11965942,0.00011803,0.00032000
53.16734314,0.00040127,0.00018324
53.21502686,0.00034331,0.00017803
53.26271057,0.00032828,0.00046162
53.31039429,0.00223036,0.00052421
53.35807800,0.00458319,0.00038688
53.40576172,0.00361690,0.00024387
53.45344543,0.00121633,0.00008811
53.50112915,0.01014646,0.00009451
53.54881287,0.01568358,0.00009657
53.59649658,0.00869963,0.00023551
53.64418030,0.00108669,0.00044181
53.69186401,0.00042529,0.00033580
53.73954773,0.00054965,0.00012673
53.78723145,0.00043615,0.00003111
53.83491516,0.00025567,0.00009507
53.88259888,0.00013554,0.00013555
53.93028259,0.00018590,0.00015706
53.97796631,0.00035202,0.00033620
54.02565002,0.00044864,0.00037091
54.07333374,0.00035064,0.00012531
54.12101746,0.00017187,0.00023816
54.16870117,0.00015450,0.00028623
54.21638489,0.00011081,0.00020139
54.26406860,0.00024594,0.00006285
54.31175232,0.00120858,0.00015018
54.35943604,0.00202785,0.00023006
54.40711975,0.00136490,0.00021927
54.45480347,0.00084571,0.00005087
54.50248718,0.00363637,0.00028796
54.55017090,0.00474796,0.00036657
54.59785461,0.00227908,0.00022381
54.64553833,0.00037034,0.00009754
54.69322205,0.00023245,0.00019139
54.74090576,0.00018397,0.00034979
54.78858948,0.00008190,0.00038521
54.83627319,0.00026040,0.00052689
54.88395691,0.00045128,0.00068699
54.93164063,0.00038134,0.00056706
54.97932434,0.00016467,0.00016268
55.02700806,0.00009981,0.00017345
55.07469177,0.00018619,0.00003986
55.12237549,0.00034628,0.00013127
55.17005920,0.00044294,0.00026243
55.21774292,0.00027119,0.00037393
55.26542664,0.00102174,0.00044751
55.31311035,0.00519766,0.00038743
55.36079407,0.00742655,0.00013300
55.40847778,0.00369700,0.00012454
55.45616150,0.00149531,0.00010719
55.50384521,0.00505203,0.00011212
55.55152893,0.00514793,0.00020609
55.59921265,0.00202557,0.00028516
55.64689636,0.00013977,0.00029945
55.69458008,0.00028845,0.00014933
55.74226379,0.00055546,0.00034390
55.78994751,0.00042567,0.00044286
55.83763123,0.00042936,0.00028581
55.88531494,0.00028943,0.00019623
55.93299866,0.00057641,0.00017908
55.98068237,0.00012860,0.00027130
56.02836609,0.00012178,0.00043370
56.07604980,0.00081714,0.00029584
56.12373352,0.00070304,0.00037492
56.17141724,0.00209185,0.00046589
56.21910095,0.00507543,0.00035618
56.26678467,0.13145400,0.00247519
56.31446838,0.45446520,0.00873893
56.36215210,0.52461120,0.00998291
56.40983582,0.21611920,0.00400102
56.45751953,0.01843002,0.00035326
56.50520325,0.00083127,0.00015392
56.55288696,0.00066985,0.00017104
56.60057068,0.00013217,0.00029105
56.64825439,0.00036788,0.00028312
56.69593811,0.00017432,0.00020211
56.74362183,0.00012501,0.00023131
56.79130554,0.00030410,0.00021928
56.83898926,0.00050766,0.00025644
56.88667297,0.00061030,0.00013755
56.93435669,0.00031522,0.00021791
56.98204041,0.00016205,0.00024189
57.02972412,0.00025861,0.00009556
57.07740784,0.00049078,0.00005620
57.12509155,0.00096194,0.00014053
57.17277527,0.00108721,0.00006126
57.22045898,0.00043178,0.00015005
57.26814270,0.00046265,0.00014766
57.31582642,0.00136516,0.00028130
57.36351013,0.00127174,0.00054160
57.41119385,0.00039407,0.00052743
57.45887756,0.00022920,0.00029735
57.50656128,0.00057900,0.00011893
57.55424500,0.00055453,0.00015361
57.60192871,0.00041182,0.00019072
57.64961243,0.00039131,0.00024973
57.69729614,0.00029118,0.00037324
57.74497986,0.00017875,0.00023908
57.79266357,0.00018052,0.00025850
57.84034729,0.00015266,0.00025287
57.88803101,0.00013954,0.00021500
57.93571472,0.00014040,0.00009603
57.98339844,0.00004647,0.00024118
58.03108215,0.00028178,0.00039601
58.07876587,0.00511498,0.00028968
58.12644958,0.01570379,0.00020617
58.17413330,0.01647342,0.00010683
58.22181702,0.00617916,0.00029230
58.26950073,0.00509936,0.00022076
58.31718445,0.01068919,0.00008518
58.36486816,0.00827335,0.00015721
58.41255188,0.00204534,0.00030349
58.46023560,0.00006737,0.00033567
58.50791931,0.00016232,0.00030951
58.55560303,0.00019504,0.00030845
58.60328674,0.00016136,0.00025731
58.65097046,0.00013954,0.00018469
58.69865417,0.00007684,0.00021329
58.74633789,0.00004077,0.00028488
58.79402161,0.00007856,0.00028669
58.84170532,0.00018105,0.00016350
58.88938904,0.00016496,0.00025365
58.93707275,0.00048877,0.00017108
58.98475647,0.00055912,0.00032022
59.03244019,0.00021800,0.00023679
59.08012390,0.00350891,0.00013014
59.12780762,0.00846567,0.00025956
59.17549133,0.00740898,0.00035322
59.22317505,0.00229735,0.00026558
59.27085876,0.00052422,0.00007757
59.31854248,0.00071593,0.00016409
59.36622620,0.00030958,0.00028738
59.41390991,0.00030234,0.00025201
59.46159363,0.00038489,0.00009431
59.50927734,0.00035651,0.00016987
59.55696106,0.00024445,0.00024359
59.60464478,0.00024303,0.00014457
59.65232849,0.00023380,0.00016359
59.70001221,0.00009949,0.00032492
59.74769592,0.00013662,0.00033048
59.79537964,0.00029138,0.00041223
59.84306335,0.00050341,0.00052061
59.89074707,0.00140239,0.00047280
59.93843079,0.00306941,0.00018461
59.98611450,0.00286720,0.00012964
60.03379822,0.00277886,0.00006522
60.08148193,0.01616025,0.00022778
60.12916565,0.03176385,0.00031663
60.17684937,0.02271689,0.00006649
60.22453308,0.00500750,0.00034524
60.27221680,0.00002912,0.00035215
60.31990051,0.00009084,0.00028662
60.36758423,0.00012049,0.00014879
60.41526794,0.00007292,0.00007065
60.46295166,0.00010958,0.00007019
60.51063538,0.00011051,0.00024371
60.55831909,0.00012706,0.00035631
60.60600281,0.00017273,0.00030615
60.65368652,0.00016131,0.00028286
60.70137024,0.00006130,0.00012666
60.74905396,0.00010276,0.00011743
60.79673767,0.00012034,0.00014868
60.84442139,0.00045662,0.00007849
60.89210510,0.00236084,0.00018546
60.93978882,0.00506329,0.00012729
60.98747253,0.00428203,0.00010780
61.03515625,0.00118591,0.00023215
61.08283997,0.00157341,0.00041939
61.13052368,0.00310388,0.00041059
61.17820740,0.00204147,0.00022904
61.22589111,0.00043506,0.00004831
61.27357483,0.00016894,0.00008246
61.32125854,0.00016477,0.00007273
61.36894226,0.00024446,0.00019894
61.41662598,0.00041406,0.00016182
61.46430969,0.00031222,0.00044004
61.51199341,0.00014196,0.00055650
61.55967712,0.00006694,0.00048257
61.60736084,0.00010271,0.00043186
61.65504456,0.00001683,0.00052180
61.70272827,0.00010032,0.00040866
61.75041199,0.00016191,0.00027752
61.79809570,0.00024202,0.00028927
61.84577942,0.00068351,0.00007453
61.89346313,0.00273674,0.00009493
61.94114685,0.00446593,0.00038985
61.98883057,0.00282783,0.00039791
62.03651428,0.00060546,0.00022510
62.08419800,0.00040186,0.00040469
62.13188171,0.00079033,0.00046251
62.17956543,0.00046240,0.00031295
62.22724915,0.00023789,0.00024130
62.27493286,0.00025998,0.00028160
62.32261658,0.00028863,0.00020066
62.37030029,0.00024382,0.00017548
62.41798401,0.00022995,0.00035153
62.46566772,0.00018835,0.00033233
62.51335144,0.00012486,0.00042191
62.56103516,0.00033144,0.00057238
62.60871887,0.00033275,0.00047712
62.65640259,0.00056334,0.00028367
62.70408630,0.00259250,0.00023063
62.75177002,0.00472679,0.00013215
62.79945374,0.00346510,0.00029224
62.84713745,0.00159538,0.00028878
62.89482117,0.01019614,0.00022464
62.94250488,0.01484807,0.00030586
62.99018860,0.00780846,0.00025655
63.03787231,0.00095643,0.00016557
63.08555603,0.00025007,0.00027910
63.13323975,0.00031600,0.00040063
63.18092346,0.00024966,0.00022124
63.22860718,0.00015685,0.00018425
63.27629089,0.00005017,0.00016069
63.32397461,0.00006217,0.00014062
63.37165833,0.00036246,0.00009626
63.41934204,0.00042821,0.00031085
63.46702576,0.00023848,0.00046768
63.51470947,0.00006022,0.00037655
63.56239319,0.00016228,0.00022490
63.61007690,0.00016361,0.00051194
63.65776062,0.00028433,0.00067006
63.70544434,0.00153838,0.00055976
63.75312805,0.00250037,0.00029185
63.80081177,0.00145565,0.00026840
63.84849548,0.00150104,0.00036866
63.89617920,0.00540855,0.00052403
63.94386292,0.00655962,0.00055920
63.99154663,0.00297538,0.00038727
64.03923035,0.00052649,0.00013545
64.08691406,0.00043610,0.00020013
64.13459778,0.00042580,0.00030677
64.18228149,0.00029487,0.00041309
64.22996521,0.00006371,0.00026029
64.27764893,0.00022442,0.00011706
64.32533264,0.00014120,0.00007267
64.37301636,0.00008967,0.00029830
64.42070007,0.00014791,0.00063909
64.46838379,0.00007808,0.00068823
64.51606750,0.00025788,0.00032403
64.56375122,0.00030262,0.00009934
64.61143494,0.00006113,0.00009769
64.65911865,0.00121411,0.00036417
64.70680237,0.00471619,0.00048448
64.75448608,0.00618560,0.00035791
64.80216980,0.00291043,0.00040379
64.84985352,0.00121610,0.00055963
64.89753723,0.00416073,0.00036105
64.94522095,0.00405374,0.00002158
64.99290466,0.00142128,0.00020615
65.04058838,0.00010864,0.00034543
65.08827209,0.00028276,0.00038731
65.13595581,0.00030895,0.00028354
65.18363953,0.00016136,0.00021447
65.23132324,0.00021669,0.00028052
65.27900696,0.00013848,0.00027666
65.32669067,0.00033158,0.00018747
65.37437439,0.00014553,0.00022354
65.42205811,0.00011003,0.00013569
65.46974182,0.00096618,0.00020301
65.51742554,0.00091391,0.00005649
65.56510925,0.00219692,0.00031251
65.61279297,0.00643259,0.00035400
65.66047668,0.13542570,0.00211868
65.70816040,0.43362470,0.00751169
65.75584412,0.47186310,0.00820024
65.80352783,0.18139410,0.00308664
65.85121155,0.01319497,0.00016756
65.89889526,0.00060884,0.00004359
65.94657898,0.00086220,0.00019324
65.99426270,0.00009052,0.00026194
66.04194641,0.00039318,0.00019753
66.08963013,0.00011794,0.00027790
66.13731384,0.00013505,0.00042415
66.18499756,0.00017454,0.00031716
66.23268127,0.00031579,0.00027768
66.28036499,0.00031401,0.00046260
66.32804871,0.00008954,0.00053907
66.37573242,0.00033739,0.00026957
66.42341614,0.00053165,0.00026777
66.47109985,0.00059067,0.00038033
66.51878357,0.00053423,0.00051284
66.56646729,0.00059260,0.00032431
66.61415100,0.00032595,0.00016563
66.66183472,0.00021932,0.00018806
66.70951843,0.00050119,0.00021986
66.75720215,0.00044794,0.00027922
66.80488586,0.00025136,0.00037458
66.85256958,0.00029269,0.00062291
66.90025330,0.00062374,0.00061990
66.94793701,0.00061483,0.00024414
66.99562073,0.00038803,0.00007580
67.04330444,0.00031870,0.00012321
67.09098816,0.00028225,0.00005023
67.13867188,0.00024249,0.00010168
67.18635559,0.00020159,0.00037938
67.23403931,0.00013873,0.00046932
67.28172302,0.00019760,0.00041852
67.32940674,0.00021495,0.00020657
67.37709045,0.00011450,0.00009952
67.42477417,0.00043079,0.00010303
67.47245789,0.00556971,0.00020698
67.52014160,0.01584746,0.00029029
67.56782532,0.01578694,0.00015558
67.61550903,0.00566788,0.00020468
67.66319275,0.00517958,0.00031169
67.71087646,0.01036527,0.00039398
67.75856018,0.00750014,0.00037237
67.80624390,0.00154310,0.00026963
67.85392761,0.00017154,0.00010170
67.90161133,0.00014510,0.00005282
67.94929504,0.00004845,0.00007918
67.99697876,0.00003115,0.00003076
68.04466248,0.00004625,0.00007350
68.09234619,0.00016614,0.00018041
68.14002991,0.00015059,0.00047984
68.18771362,0.00008762,0.00056876
68.23539734,0.00019542,0.00041155
68.28308105,0.00017121,0.00013249
68.33076477,0.00070723,0.00016629
68.37844849,0.00078850,0.00023006
68.42613220,0.00029039,0.00021626
68.47381592,0.00496012,0.00029758
68.52149963,0.01112002,0.00024776
68.56918335,0.00911586,0.00021007
68.61686707,0.00250492,0.00010453
68.66455078,0.00087839,0.00005835
68.71223450,0.00133196,0.00012357
68.75991821,0.00068922,0.00028727
68.80760193,0.00017609,0.00027871
68.85528564,0.00040917,0.00003229
68.90296936,0.00045553,0.00029646
68.95065308,0.00037456,0.00029568
68.99833679,0.00029354,0.00021820
69.04602051,0.00019008,0.00028113
69.09370422,0.00011743,0.00028103
69.14138794,0.00019744,0.00022857
69.18907166,0.00032035,0.00019245
69.23675537,0.00050541,0.00016229
69.28443909,0.00118712,0.00022430
69.33212280,0.00239826,0.00023681
69.37980652,0.00217807,0.00033325
69.42749023,0.00249740,0.00027943
69.47517395,0.01318000,0.00031489
69.52285767,0.02430499,0.00028066
69.57054138,0.01645865,0.00006976
69.61822510,0.00342549,0.00020915
69.66590881,0.00014729,0.00041122
69.71359253,0.00011075,0.00050179
69.76127625,0.00021511,0.00059507
69.80895996,0.00028650,0.00046665
69.85664368,0.00029800,0.00016862
69.90432739,0.00016205,0.00046579
69.95201111,0.00012577,0.00039086
69.99969482,0.00014842,0.00005066
70.04737854,0.00002810,0.00036374
70.09506226,0.00016096,0.00043613
70.14274597,0.00020428,0.00045961
70.19042969,0.00004115,0.00035056
70.23811340,0.00039334,0.00022892
70.28579712,0.00262387,0.00006197
70.33348083,0.00540599,0.00012148
70.38116455,0.00430696,0.00031543
70.42884827,0.00110013,0.00036899
70.47653198,0.00182330,0.00034771
70.52421570,0.00327515,0.00053962
70.57189941,0.00208033,0.00051750
70.61958313,0.00041647,0.00032857
70.66726685,0.00018593,0.00032957
70.71495056,0.00024900,0.00069065
70.76263428,0.00018319,0.00047762
70.81031799,0.00037617,0.00023071
70.85800171,0.00024487,0.00015183
70.90568542,0.00007227,0.00030108
70.95336914,0.00013545,0.00040944
71.00105286,0.00018151,0.00035541
71.04873657,0.00022431,0.00028840
71.09642029,0.00031116,0.00024151
71.14410400,0.00041824,0.00026054
71.19178772,0.00032012,0.00026492
71.23947144,0.00107497,0.00038478
71.28715515,0.00610797,0.00055393
71.33483887,0.01039894,0.00048579
71.38252258,0.00649373,0.00019787
71.43020630,0.00126740,0.00024317
71.47789001,0.00020915,0.00040467
71.52557373,0.00009288,0.00042542
71.57325745,0.00006312,0.00050999
71.62094116,0.00011571,0.00040090
71.66862488,0.00024895,0.00024849
71.71630859,0.00029330,0.00033225
71.76399231,0.00021102,0.00022803
71.81167603,0.00022805,0.00016056
71.85935974,0.00019401,0.00018782
71.90704346,0.00019524,0.00024366
71.95472717,0.00035020,0.00039999
72.00241089,0.00029514,0.00043215
72.05009460,0.00052080,0.00036674
72.09777832,0.00242754,0.00026638
72.14546204,0.00423451,0.00013503
72.19314575,0.00295396,0.00002602
72.24082947,0.00175737,0.00004223
72.28851318,0.01003377,0.00007050
72.33619690,0.01374417,0.00008061
72.38388062,0.00672700,0.00006598
72.43156433,0.00076440,0.00011261
72.47924805,0.00036321,0.00015145
72.52693176,0.00052027,0.00029926
72.57461548,0.00052866,0.00030286
72.62229919,0.00040413,0.00019746
72.66998291,0.00027170,0.00014639
72.71766663,0.00036081,0.00005452
72.76535034,0.00048123,0.00003704
72.81303406,0.00048352,0.00017454
72.86071777,0.00035186,0.00032536
72.90840149,0.00013405,0.00026695
72.95608521,0.00010591,0.00013349
73.00376892,0.00012698,0.00017722
73.05145264,0.00045706,0.00026214
73.09913635,0.00192516,0.00033583
73.14682007,0.00284633,0.00030066
73.19450378,0.00154223,0.00024749
73.24218750,0.00211781,0.00015371
73.28987122,0.00700068,0.00028754
73.33755493,0.00799668,0.00026846
73.38523865,0.00345859,0.00004574
73.43292236,0.00071161,0.00026770
73.48060608,0.00053871,0.00046221
73.52828979,0.00041940,0.00045167
73.57597351,0.00024602,0.00029344
73.62365723,0.00007440,0.00014853
