Время,Канал A
-607.18448918,-1.41209100
-607.02448918,-1.36799200
-606.86448919,-1.27979400
-606.70448919,-1.19144300
-606.54448919,-1.14734300
-606.38448919,-1.05914500
-606.22448919,-0.97079380
-606.06448919,-0.83849600
-605.90448919,-0.75014500
-605.74448919,-0.66194650
-605.58448919,-0.61784720
-605.42448919,-0.48539690
-605.26448920,-0.39719840
-605.10448920,-0.30884730
-604.94448920,-0.22064880
-604.78448920,-0.08835109
-604.62448920,-0.00015259
-604.46448920,0.08819849
-604.30448920,0.22049620
-604.14448920,0.30884730
-603.98448920,0.39704580
-603.82448920,0.48524430
-603.66448920,0.57359540
-603.50448921,0.70589310
-603.34448921,0.79424420
-603.18448921,0.92654190
-603.02448921,1.01489300
-602.86448921,1.10309100
-602.70448921,1.19144300
-602.54448921,1.27964100
-602.38448921,1.32374000
-602.22448921,1.45619100
-602.06448921,1.45619100
-601.90448922,1.54438900
-601.74448922,1.63274000
-601.58448922,1.72093900
-601.42448922,1.76503800
-601.26448922,1.80913700
-601.10448922,1.89748800
-600.94448922,1.89748800
-600.78448922,1.98568700
-600.62448922,1.98568700
-600.46448922,2.02978600
-600.30448923,2.07403800
-600.14448923,2.07403800
-599.98448923,2.11813700
-599.82448923,2.11813700
-599.66448923,2.16223600
-599.50448923,2.16223600
-599.34448923,2.16223600
-599.18448923,2.16223600
-599.02448923,2.11813700
-598.86448923,2.11813700
-598.70448924,2.02978600
-598.54448924,2.02978600
-598.38448924,1.98568700
-598.22448924,1.98568700
-598.06448924,1.89748800
-597.90448924,1.85338900
-597.74448924,1.80913700
-597.58448924,1.76503800
-597.42448924,1.67683900
-597.26448924,1.63274000
-597.10448924,1.54438900
-596.94448925,1.45619100
-596.78448925,1.41209100
-596.62448925,1.32374000
-596.46448925,1.23554200
-596.30448925,1.14719100
-596.14448925,1.05899200
-595.98448925,0.97079380
-595.82448925,0.83834340
-595.66448925,0.75014500
-595.50448925,0.66179390
-595.34448926,0.57359540
-595.18448926,0.44114510
-595.02448926,0.35294650
-594.86448926,0.26459550
-594.70448926,0.13229770
-594.54448926,0.04394665
-594.38448926,-0.08835109
-594.22448926,-0.17654960
-594.06448926,-0.30884730
-593.90448926,-0.39719840
-593.74448927,-0.48539690
-593.58448927,-0.61784720
-593.42448927,-0.75014500
-593.26448927,-0.83849600
-593.10448927,-0.92669450
-592.94448927,-1.01504600
-592.78448927,-1.10324400
-592.62448927,-1.19144300
-592.46448927,-1.27979400
-592.30448927,-1.36799200
-592.14448927,-1.50044300
-591.98448928,-1.54454200
-591.82448928,-1.63274000
-591.66448928,-1.67699200
-591.50448928,-1.72109100
-591.34448928,-1.80929000
-591.18448928,-1.85338900
-591.02448928,-1.89764100
-590.86448928,-1.98583900
-590.70448928,-2.02993900
-590.54448928,-2.02993900
-590.38448929,-2.07403800
-590.22448929,-2.11829000
-590.06448929,-2.16238900
-589.90448929,-2.16238900
-589.74448929,-2.16238900
-589.58448929,-2.16238900
-589.42448929,-2.16238900
-589.26448929,-2.16238900
-589.10448929,-2.16238900
-588.94448929,-2.11829000
-588.78448930,-2.11829000
-588.62448930,-2.07403800
-588.46448930,-2.07403800
-588.30448930,-2.02993900
-588.14448930,-1.98583900
-587.98448930,-1.89764100
-587.82448930,-1.85338900
-587.66448930,-1.80929000
-587.50448930,-1.72109100
-587.34448930,-1.67699200
-587.18448931,-1.58864100
-587.02448931,-1.54454200
-586.86448931,-1.45634300
-586.70448931,-1.36799200
-586.54448931,-1.27979400
-586.38448931,-1.19144300
-586.22448931,-1.10324400
-586.06448931,-0.97079380
-585.90448931,-0.88259530
-585.74448931,-0.79439680
-585.58448931,-0.66194650
-585.42448932,-0.57374800
-585.26448932,-0.44129770
-585.10448932,-0.35309920
-584.94448932,-0.26474810
-584.78448932,-0.13245030
-584.62448932,-0.00015259
-584.46448932,0.13229770
-584.30448932,0.22049620
-584.14448932,0.30884730
-583.98448932,0.44114510
-583.82448933,0.57359540
-583.66448933,0.66179390
-583.50448933,0.79424420
-583.34448933,0.92654190
-583.18448933,1.01489300
-583.02448933,1.10309100
-582.86448933,1.19144300
-582.70448933,1.27964100
-582.54448933,1.41209100
-582.38448933,1.50029000
-582.22448934,1.58848800
-582.06448934,1.67683900
-581.90448934,1.76503800
-581.74448934,1.85338900
-581.58448934,1.89748800
-581.42448934,1.98568700
-581.26448934,2.02978600
-581.10448934,2.07403800
-580.94448934,2.16223600
-580.78448934,2.20633600
-580.62448934,2.25043500
-580.46448935,2.25043500
-580.30448935,2.29468700
-580.14448935,2.33878600
-579.98448935,2.33878600
-579.82448935,2.33878600
-579.66448935,2.33878600
-579.50448935,2.38288500
-579.34448935,2.33878600
-579.18448935,2.33878600
-579.02448935,2.33878600
-578.86448936,2.33878600
-578.70448936,2.29468700
-578.54448936,2.25043500
-578.38448936,2.20633600
-578.22448936,2.16223600
-578.06448936,2.16223600
-577.90448936,2.07403800
-577.74448936,2.02978600
-577.58448936,1.98568700
-577.42448936,1.89748800
-577.26448937,1.80913700
-577.10448937,1.72093900
-576.94448937,1.63274000
-576.78448937,1.54438900
-576.62448937,1.45619100
-576.46448937,1.36784000
-576.30448937,1.27964100
-576.14448937,1.19144300
-575.98448937,1.05899200
-575.82448937,0.97079380
-575.66448938,0.83834340
-575.50448938,0.75014500
-575.34448938,0.61769460
-575.18448938,0.48524430
-575.02448938,0.39704580
-574.86448938,0.26459550
-574.70448938,0.13229770
-574.54448938,0.04394665
-574.38448938,-0.08835109
-574.22448938,-0.22064880
-574.06448938,-0.30884730
-573.90448939,-0.44129770
-573.74448939,-0.57374800
-573.58448939,-0.66194650
-573.42448939,-0.79439680
-573.26448939,-0.92669450
-573.10448939,-1.01504600
-572.94448939,-1.14734300
-572.78448939,-1.23569400
-572.62448939,-1.36799200
-572.46448939,-1.45634300
-572.30448940,-1.54454200
-572.14448940,-1.63274000
-571.98448940,-1.72109100
-571.82448940,-1.80929000
-571.66448940,-1.89764100
-571.50448940,-1.94174000
-571.34448940,-2.02993900
-571.18448940,-2.07403800
-571.02448940,-2.16238900
-570.86448940,-2.20648800
-570.70448941,-2.25058700
-570.54448941,-2.25058700
-570.38448941,-2.33893800
-570.22448941,-2.33893800
-570.06448941,-2.38303800
-569.90448941,-2.38303800
-569.74448941,-2.42713700
-569.58448941,-2.42713700
-569.42448941,-2.42713700
-569.26448941,-2.42713700
-569.10448941,-2.38303800
-568.94448942,-2.38303800
-568.78448942,-2.33893800
-568.62448942,-2.29468700
-568.46448942,-2.25058700
-568.30448942,-2.25058700
-568.14448942,-2.20648800
-567.98448942,-2.11829000
-567.82448942,-2.07403800
-567.66448942,-1.98583900
-567.50448942,-1.89764100
-567.34448943,-1.85338900
-567.18448943,-1.76519100
-567.02448943,-1.67699200
-566.86448943,-1.58864100
-566.70448943,-1.50044300
-566.54448943,-1.41209100
-566.38448943,-1.27979400
-566.22448943,-1.19144300
-566.06448943,-1.10324400
-565.90448943,-0.97079380
-565.74448944,-0.83849600
-565.58448944,-0.75014500
-565.42448944,-0.61784720
-565.26448944,-0.48539690
-565.10448944,-0.35309920
-564.94448944,-0.26474810
-564.78448944,-0.13245030
-564.62448944,-0.00015259
-564.46448944,0.08819849
-564.30448944,0.22049620
-564.14448945,0.39704580
-563.98448945,0.48524430
-563.82448945,0.61769460
-563.66448945,0.75014500
-563.50448945,0.88244270
-563.34448945,1.01489300
-563.18448945,1.10309100
-563.02448945,1.19144300
-562.86448945,1.32374000
-562.70448945,1.45619100
-562.54448945,1.50029000
-562.38448946,1.63274000
-562.22448946,1.72093900
-562.06448946,1.80913700
-561.90448946,1.94158800
-561.74448946,1.98568700
-561.58448946,2.07403800
-561.42448946,2.16223600
-561.26448946,2.20633600
-561.10448946,2.25043500
-560.94448946,2.33878600
-560.78448947,2.38288500
-560.62448947,2.47108400
-560.46448947,2.47108400
-560.30448947,2.51533600
-560.14448947,2.55943500
-559.98448947,2.55943500
-559.82448947,2.55943500
-559.66448947,2.60353400
-559.50448947,2.60353400
-559.34448947,2.60353400
-559.18448948,2.55943500
-559.02448948,2.55943500
-558.86448948,2.51533600
-558.70448948,2.51533600
-558.54448948,2.51533600
-558.38448948,2.42698500
-558.22448948,2.38288500
-558.06448948,2.33878600
-557.90448948,2.25043500
-557.74448948,2.16223600
-557.58448948,2.11813700
-557.42448949,2.07403800
-557.26448949,1.98568700
-557.10448949,1.89748800
-556.94448949,1.80913700
-556.78448949,1.72093900
-556.62448949,1.63274000
-556.46448949,1.45619100
-556.30448949,1.36784000
-556.14448949,1.27964100
-555.98448949,1.14719100
-555.82448950,1.05899200
-555.66448950,0.92654190
-555.50448950,0.79424420
-555.34448950,0.66179390
-555.18448950,0.57359540
-555.02448950,0.39704580
-554.86448950,0.30884730
-554.70448950,0.13229770
-554.54448950,0.04394665
-554.38448950,-0.08835109
-554.22448951,-0.22064880
-554.06448951,-0.39719840
-553.90448951,-0.48539690
-553.74448951,-0.61784720
-553.58448951,-0.75014500
-553.42448951,-0.83849600
-553.26448951,-1.01504600
-553.10448951,-1.10324400
-552.94448951,-1.27979400
-552.78448951,-1.36799200
-552.62448952,-1.45634300
-552.46448952,-1.54454200
-552.30448952,-1.67699200
-552.14448952,-1.80929000
-551.98448952,-1.85338900
-551.82448952,-1.98583900
-551.66448952,-2.07403800
-551.50448952,-2.11829000
-551.34448952,-2.20648800
-551.18448952,-2.25058700
-551.02448952,-2.33893800
-550.86448953,-2.38303800
-550.70448953,-2.42713700
-550.54448953,-2.47123600
-550.38448953,-2.51533600
-550.22448953,-2.55958700
-550.06448953,-2.55958700
-549.90448953,-2.60368700
-549.74448953,-2.60368700
-549.58448953,-2.60368700
-549.42448953,-2.60368700
-549.26448954,-2.60368700
-549.10448954,-2.55958700
-548.94448954,-2.55958700
-548.78448954,-2.51533600
-548.62448954,-2.51533600
-548.46448954,-2.42713700
-548.30448954,-2.42713700
-548.14448954,-2.33893800
-547.98448954,-2.29468700
-547.82448954,-2.25058700
-547.66448955,-2.16238900
-547.50448955,-2.07403800
-547.34448955,-1.98583900
-547.18448955,-1.89764100
-547.02448955,-1.85338900
-546.86448955,-1.72109100
-546.70448955,-1.63274000
-546.54448955,-1.54454200
-546.38448955,-1.41209100
-546.22448955,-1.27979400
-546.06448955,-1.19144300
-545.90448956,-1.05914500
-545.74448956,-0.92669450
-545.58448956,-0.79439680
-545.42448956,-0.66194650
-545.26448956,-0.52949610
-545.10448956,-0.39719840
-544.94448956,-0.26474810
-544.78448956,-0.13245030
-544.62448956,-0.00015259
-544.46448956,0.13229770
-544.30448957,0.26459550
-544.14448957,0.39704580
-543.98448957,0.57359540
-543.82448957,0.66179390
-543.66448957,0.79424420
-543.50448957,0.92654190
-543.34448957,1.05899200
-543.18448957,1.19144300
-543.02448957,1.27964100
-542.86448957,1.45619100
-542.70448958,1.54438900
-542.54448958,1.63274000
-542.38448958,1.76503800
-542.22448958,1.89748800
-542.06448958,1.98568700
-541.90448958,2.07403800
-541.74448958,2.16223600
-541.58448958,2.25043500
-541.42448958,2.33878600
-541.26448958,2.38288500
-541.10448959,2.47108400
-540.94448959,2.51533600
-540.78448959,2.55943500
-540.62448959,2.60353400
-540.46448959,2.69188500
-540.30448959,2.69188500
-540.14448959,2.73598400
-539.98448959,2.73598400
-539.82448959,2.78008400
-539.66448959,2.78008400
-539.50448959,2.78008400
-539.34448960,2.73598400
-539.18448960,2.78008400
-539.02448960,2.73598400
-538.86448960,2.69188500
-538.70448960,2.69188500
-538.54448960,2.64763300
-538.38448960,2.60353400
-538.22448960,2.55943500
-538.06448960,2.51533600
-537.90448960,2.42698500
-537.74448961,2.33878600
-537.58448961,2.25043500
-537.42448961,2.20633600
-537.26448961,2.11813700
-537.10448961,2.02978600
-536.94448961,1.89748800
-536.78448961,1.80913700
-536.62448961,1.67683900
-536.46448961,1.63274000
-536.30448961,1.45619100
-536.14448962,1.36784000
-535.98448962,1.23554200
-535.82448962,1.10309100
-535.66448962,0.97079380
-535.50448962,0.83834340
-535.34448962,0.75014500
-535.18448962,0.57359540
-535.02448962,0.39704580
-534.86448962,0.30884730
-534.70448962,0.13229770
-534.54448962,0.04394665
-534.38448963,-0.13245030
-534.22448963,-0.26474810
-534.06448963,-0.39719840
-533.90448963,-0.52949610
-533.74448963,-0.66194650
-533.58448963,-0.79439680
-533.42448963,-0.92669450
-533.26448963,-1.05914500
-533.10448963,-1.19144300
-532.94448963,-1.32389300
-532.78448964,-1.45634300
-532.62448964,-1.54454200
-532.46448964,-1.67699200
-532.30448964,-1.76519100
-532.14448964,-1.89764100
-531.98448964,-1.98583900
-531.82448964,-2.07403800
-531.66448964,-2.20648800
-531.50448964,-2.25058700
-531.34448964,-2.33893800
-531.18448965,-2.42713700
-531.02448965,-2.51533600
-530.86448965,-2.55958700
-530.70448965,-2.60368700
-530.54448965,-2.60368700
-530.38448965,-2.69188500
-530.22448965,-2.69188500
-530.06448965,-2.73598400
-529.90448965,-2.78023600
-529.74448965,-2.78023600
-529.58448966,-2.78023600
-529.42448966,-2.78023600
-529.26448966,-2.78023600
-529.10448966,-2.78023600
-528.94448966,-2.73598400
-528.78448966,-2.69188500
-528.62448966,-2.64778600
-528.46448966,-2.60368700
-528.30448966,-2.55958700
-528.14448966,-2.51533600
-527.98448966,-2.42713700
-527.82448967,-2.38303800
-527.66448967,-2.29468700
-527.50448967,-2.20648800
-527.34448967,-2.11829000
-527.18448967,-2.02993900
-527.02448967,-1.94174000
-526.86448967,-1.80929000
-526.70448967,-1.72109100
-526.54448967,-1.63274000
-526.38448967,-1.50044300
-526.22448968,-1.36799200
-526.06448968,-1.23569400
-525.90448968,-1.10324400
-525.74448968,-0.97079380
-525.58448968,-0.83849600
-525.42448968,-0.70604570
-525.26448968,-0.57374800
-525.10448968,-0.44129770
-524.94448968,-0.30884730
-524.78448968,-0.13245030
-524.62448969,-0.00015259
-524.46448969,0.13229770
-524.30448969,0.26459550
-524.14448969,0.44114510
-523.98448969,0.57359540
-523.82448969,0.70589310
-523.66448969,0.83834340
-523.50448969,0.97079380
-523.34448969,1.10309100
-523.18448969,1.23554200
-523.02448969,1.36784000
-522.86448970,1.50029000
-522.70448970,1.63274000
-522.54448970,1.76503800
-522.38448970,1.85338900
-522.22448970,1.98568700
-522.06448970,2.07403800
-521.90448970,2.16223600
-521.74448970,2.25043500
-521.58448970,2.33878600
-521.42448970,2.42698500
-521.26448971,2.51533600
-521.10448971,2.55943500
-520.94448971,2.64763300
-520.78448971,2.69188500
-520.62448971,2.73598400
-520.46448971,2.78008400
-520.30448971,2.86828200
-520.14448971,2.86828200
-519.98448971,2.86828200
-519.82448971,2.86828200
-519.66448972,2.91253400
-519.50448972,2.91253400
-519.34448972,2.91253400
-519.18448972,2.91253400
-519.02448972,2.86828200
-518.86448972,2.86828200
-518.70448972,2.82418300
-518.54448972,2.73598400
-518.38448972,2.73598400
-518.22448972,2.69188500
-518.06448973,2.60353400
-517.90448973,2.51533600
-517.74448973,2.47108400
-517.58448973,2.38288500
-517.42448973,2.29468700
-517.26448973,2.16223600
-517.10448973,2.11813700
-516.94448973,1.98568700
-516.78448973,1.89748800
-516.62448973,1.80913700
-516.46448973,1.67683900
-516.30448974,1.54438900
-516.14448974,1.41209100
-515.98448974,1.27964100
-515.82448974,1.14719100
-515.66448974,1.01489300
-515.50448974,0.88244270
-515.34448974,0.75014500
-515.18448974,0.57359540
-515.02448974,0.44114510
-514.86448974,0.30884730
-514.70448975,0.17639700
-514.54448975,0.04394665
-514.38448975,-0.13245030
-514.22448975,-0.26474810
-514.06448975,-0.44129770
-513.90448975,-0.57374800
-513.74448975,-0.70604570
-513.58448975,-0.83849600
-513.42448975,-0.97079380
-513.26448975,-1.10324400
-513.10448976,-1.27979400
-512.94448976,-1.36799200
-512.78448976,-1.54454200
-512.62448976,-1.63274000
-512.46448976,-1.72109100
-512.30448976,-1.85338900
-512.14448976,-1.94174000
-511.98448976,-2.07403800
-511.82448976,-2.16238900
-511.66448976,-2.25058700
-511.50448977,-2.38303800
-511.34448977,-2.42713700
-511.18448977,-2.51533600
-511.02448977,-2.60368700
-510.86448977,-2.60368700
-510.70448977,-2.69188500
-510.54448977,-2.73598400
-510.38448977,-2.78023600
-510.22448977,-2.78023600
-510.06448977,-2.86843500
-509.90448977,-2.86843500
-509.74448978,-2.86843500
-509.58448978,-2.91253400
-509.42448978,-2.86843500
-509.26448978,-2.86843500
-509.10448978,-2.86843500
-508.94448978,-2.82433600
-508.78448978,-2.78023600
-508.62448978,-2.78023600
-508.46448978,-2.73598400
-508.30448978,-2.64778600
-508.14448979,-2.60368700
-507.98448979,-2.55958700
-507.82448979,-2.47123600
-507.66448979,-2.42713700
-507.50448979,-2.29468700
-507.34448979,-2.20648800
-507.18448979,-2.11829000
-507.02448979,-2.02993900
-506.86448979,-1.89764100
-506.70448979,-1.80929000
-506.54448980,-1.67699200
-506.38448980,-1.54454200
-506.22448980,-1.41209100
-506.06448980,-1.27979400
-505.90448980,-1.19144300
-505.74448980,-1.01504600
-505.58448980,-0.83849600
-505.42448980,-0.75014500
-505.26448980,-0.61784720
-505.10448980,-0.44129770
-504.94448980,-0.30884730
-504.78448981,-0.17654960
-504.62448981,-0.04425184
-504.46448981,0.13229770
-504.30448981,0.30884730
-504.14448981,0.39704580
-503.98448981,0.57359540
-503.82448981,0.75014500
-503.66448981,0.83834340
-503.50448981,1.01489300
-503.34448981,1.14719100
-503.18448982,1.27964100
-503.02448982,1.41209100
-502.86448982,1.54438900
-502.70448982,1.67683900
-502.54448982,1.80913700
-502.38448982,1.89748800
-502.22448982,2.02978600
-502.06448982,2.16223600
-501.90448982,2.20633600
-501.74448982,2.33878600
-501.58448983,2.42698500
-501.42448983,2.51533600
-501.26448983,2.55943500
-501.10448983,2.64763300
-500.94448983,2.69188500
-500.78448983,2.78008400
-500.62448983,2.86828200
-500.46448983,2.86828200
-500.30448983,2.91253400
-500.14448983,2.95663300
-499.98448984,2.95663300
-499.82448984,2.95663300
-499.66448984,3.00073200
-499.50448984,2.95663300
-499.34448984,2.95663300
-499.18448984,2.95663300
-499.02448984,2.95663300
-498.86448984,2.91253400
-498.70448984,2.86828200
-498.54448984,2.86828200
-498.38448984,2.78008400
-498.22448985,2.73598400
-498.06448985,2.69188500
-497.90448985,2.60353400
-497.74448985,2.51533600
-497.58448985,2.47108400
-497.42448985,2.33878600
-497.26448985,2.25043500
-497.10448985,2.16223600
-496.94448985,2.07403800
-496.78448985,1.94158800
-496.62448986,1.85338900
-496.46448986,1.67683900
-496.30448986,1.58848800
-496.14448986,1.45619100
-495.98448986,1.32374000
-495.82448986,1.19144300
-495.66448986,1.05899200
-495.50448986,0.92654190
-495.34448986,0.75014500
-495.18448986,0.57359540
-495.02448987,0.44114510
-494.86448987,0.30884730
-494.70448987,0.17639700
-494.54448987,0.04394665
-494.38448987,-0.13245030
-494.22448987,-0.30884730
-494.06448987,-0.44129770
-493.90448987,-0.57374800
-493.74448987,-0.70604570
-493.58448987,-0.83849600
-493.42448987,-1.01504600
-493.26448988,-1.14734300
-493.10448988,-1.27979400
-492.94448988,-1.41209100
-492.78448988,-1.54454200
-492.62448988,-1.67699200
-492.46448988,-1.80929000
-492.30448988,-1.89764100
-492.14448988,-2.02993900
-491.98448988,-2.11829000
-491.82448988,-2.20648800
-491.66448989,-2.29468700
-491.50448989,-2.42713700
-491.34448989,-2.47123600
-491.18448989,-2.55958700
-491.02448989,-2.60368700
-490.86448989,-2.69188500
-490.70448989,-2.78023600
-490.54448989,-2.78023600
-490.38448989,-2.82433600
-490.22448989,-2.86843500
-490.06448990,-2.91253400
-489.90448990,-2.91253400
-489.74448990,-2.95678600
-489.58448990,-2.95678600
-489.42448990,-2.95678600
-489.26448990,-2.91253400
-489.10448990,-2.91253400
-488.94448990,-2.86843500
-488.78448990,-2.86843500
-488.62448990,-2.78023600
-488.46448991,-2.78023600
-488.30448991,-2.69188500
-488.14448991,-2.64778600
-487.98448991,-2.55958700
-487.82448991,-2.51533600
-487.66448991,-2.42713700
-487.50448991,-2.33893800
-487.34448991,-2.25058700
-487.18448991,-2.16238900
-487.02448991,-2.02993900
-486.86448991,-1.89764100
-486.70448992,-1.80929000
-486.54448992,-1.67699200
-486.38448992,-1.54454200
-486.22448992,-1.45634300
-486.06448992,-1.32389300
-485.90448992,-1.19144300
-485.74448992,-1.01504600
-485.58448992,-0.88259530
-485.42448992,-0.75014500
-485.26448992,-0.61784720
-485.10448993,-0.44129770
-484.94448993,-0.30884730
-484.78448993,-0.13245030
-484.62448993,-0.00015259
-484.46448993,0.13229770
-484.30448993,0.30884730
-484.14448993,0.44114510
-483.98448993,0.57359540
-483.82448993,0.75014500
-483.66448993,0.83834340
-483.50448994,1.01489300
-483.34448994,1.19144300
-483.18448994,1.27964100
-483.02448994,1.45619100
-482.86448994,1.54438900
-482.70448994,1.67683900
-482.54448994,1.80913700
-482.38448994,1.94158800
-482.22448994,2.02978600
-482.06448994,2.16223600
-481.90448994,2.25043500
-481.74448995,2.33878600
-481.58448995,2.42698500
-481.42448995,2.51533600
-481.26448995,2.60353400
-481.10448995,2.69188500
-480.94448995,2.73598400
-480.78448995,2.78008400
-480.62448995,2.86828200
-480.46448995,2.91253400
-480.30448995,2.91253400
-480.14448996,2.95663300
-479.98448996,2.95663300
-479.82448996,3.00073200
-479.66448996,3.04483200
-479.50448996,3.04483200
-479.34448996,3.04483200
-479.18448996,3.00073200
-479.02448996,2.95663300
-478.86448996,2.95663300
-478.70448996,2.86828200
-478.54448997,2.86828200
-478.38448997,2.82418300
-478.22448997,2.73598400
-478.06448997,2.69188500
-477.90448997,2.60353400
-477.74448997,2.51533600
-477.58448997,2.47108400
-477.42448997,2.38288500
-477.26448997,2.25043500
-477.10448997,2.16223600
-476.94448998,2.07403800
-476.78448998,1.98568700
-476.62448998,1.80913700
-476.46448998,1.72093900
-476.30448998,1.58848800
-476.14448998,1.45619100
-475.98448998,1.32374000
-475.82448998,1.19144300
-475.66448998,1.05899200
-475.50448998,0.92654190
-475.34448998,0.75014500
-475.18448999,0.61769460
-475.02448999,0.44114510
-474.86448999,0.30884730
-474.70448999,0.13229770
-474.54448999,0.04394665
-474.38448999,-0.13245030
-474.22448999,-0.26474810
-474.06448999,-0.44129770
-473.90448999,-0.57374800
-473.74448999,-0.70604570
-473.58449000,-0.83849600
-473.42449000,-1.01504600
-473.26449000,-1.14734300
-473.10449000,-1.27979400
-472.94449000,-1.41209100
-472.78449000,-1.54454200
-472.62449000,-1.67699200
-472.46449000,-1.76519100
-472.30449000,-1.89764100
-472.14449000,-2.02993900
-471.98449001,-2.11829000
-471.82449001,-2.20648800
-471.66449001,-2.29468700
-471.50449001,-2.42713700
-471.34449001,-2.47123600
-471.18449001,-2.55958700
-471.02449001,-2.60368700
-470.86449001,-2.69188500
-470.70449001,-2.78023600
-470.54449001,-2.78023600
-470.38449001,-2.82433600
-470.22449002,-2.86843500
-470.06449002,-2.86843500
-469.90449002,-2.91253400
-469.74449002,-2.91253400
-469.58449002,-2.91253400
-469.42449002,-2.91253400
-469.26449002,-2.91253400
-469.10449002,-2.91253400
-468.94449002,-2.86843500
-468.78449002,-2.86843500
-468.62449003,-2.78023600
-468.46449003,-2.78023600
-468.30449003,-2.69188500
-468.14449003,-2.60368700
-467.98449003,-2.55958700
-467.82449003,-2.47123600
-467.66449003,-2.42713700
-467.50449003,-2.33893800
-467.34449003,-2.25058700
-467.18449003,-2.11829000
-467.02449004,-2.02993900
-466.86449004,-1.89764100
-466.70449004,-1.80929000
-466.54449004,-1.67699200
-466.38449004,-1.54454200
-466.22449004,-1.45634300
-466.06449004,-1.32389300
-465.90449004,-1.14734300
-465.74449004,-1.01504600
-465.58449004,-0.88259530
-465.42449005,-0.75014500
-465.26449005,-0.61784720
-465.10449005,-0.44129770
-464.94449005,-0.30884730
-464.78449005,-0.13245030
-464.62449005,-0.04425184
-464.46449005,0.13229770
-464.30449005,0.30884730
-464.14449005,0.44114510
-463.98449005,0.57359540
-463.82449005,0.75014500
-463.66449006,0.83834340
-463.50449006,1.01489300
-463.34449006,1.14719100
-463.18449006,1.27964100
-463.02449006,1.41209100
-462.86449006,1.54438900
-462.70449006,1.67683900
-462.54449006,1.80913700
-462.38449006,1.89748800
-462.22449006,2.02978600
-462.06449007,2.11813700
-461.90449007,2.20633600
-461.74449007,2.33878600
-461.58449007,2.42698500
-461.42449007,2.51533600
-461.26449007,2.55943500
-461.10449007,2.64763300
-460.94449007,2.69188500
-460.78449007,2.78008400
-460.62449007,2.82418300
-460.46449008,2.86828200
-460.30449008,2.91253400
-460.14449008,2.91253400
-459.98449008,2.95663300
-459.82449008,2.95663300
-459.66449008,2.95663300
-459.50449008,2.95663300
-459.34449008,2.95663300
-459.18449008,2.95663300
-459.02449008,2.91253400
-458.86449008,2.91253400
-458.70449009,2.86828200
-458.54449009,2.82418300
-458.38449009,2.73598400
-458.22449009,2.69188500
-458.06449009,2.64763300
-457.90449009,2.60353400
-457.74449009,2.51533600
-457.58449009,2.42698500
