Удаление хорды от оси, см	Интенсивность, отн. ед.
 4.10000000000000E+0000	 7.78820671919710E-0007
 4.15000000000000E+0000	 1.06055041029738E-0006
 4.20000000000000E+0000	 5.49025938593762E-0007
 4.25000000000000E+0000	 6.77090766523000E-0007
 4.30000000000000E+0000	 5.95083853707758E-0007
 4.35000000000000E+0000	 5.42983030855645E-0007
 4.40000000000000E+0000	 3.55358043274488E-0007
 4.45000000000000E+0000	 3.66670942463509E-0007
 4.50000000000000E+0000	 3.93952619219395E-0007
 4.55000000000000E+0000	 4.43748602474485E-0007
 4.60000000000000E+0000	 5.77614947998902E-0007
 4.65000000000000E+0000	 3.06448661995668E-0007
 4.70000000000000E+0000	 3.28037808528780E-0007
 4.75000000000000E+0000	 3.58251372331184E-0007
 4.80000000000000E+0000	 3.84263932285670E-0007
 4.85000000000000E+0000	 4.66065343296676E-0007
 4.90000000000000E+0000	 4.72808766356101E-0007
 4.95000000000000E+0000	 3.96127652794300E-0007
 5.00000000000000E+0000	 3.23178111371538E-0007
 5.05000000000000E+0000	 1.20517137723086E-0007
 5.10000000000000E+0000	 1.23672583856364E-0007
 5.15000000000000E+0000	 1.09022392118501E-0007
 5.20000000000000E+0000	 1.27985932206825E-0007
 5.25000000000000E+0000	 1.59795016504666E-0007
 5.30000000000000E+0000	 1.62994947490944E-0007
 5.35000000000000E+0000	 1.62994947490944E-0007
 5.40000000000000E+0000	 1.54107597991129E-0007
 5.45000000000000E+0000	 1.33205250025019E-0007
 5.50000000000000E+0000	 1.33205250025019E-0007
 5.55000000000000E+0000	 1.57330800535551E-0007
 5.60000000000000E+0000	 1.42636123944688E-0007
 5.65000000000000E+0000	 1.33102029133709E-0007
 5.70000000000000E+0000	 1.34318667389201E-0007
 5.75000000000000E+0000	 1.31801627743320E-0007
 5.80000000000000E+0000	 1.54107597991129E-0007
 5.85000000000000E+0000	 1.83977874411183E-0007
 5.90000000000000E+0000	 1.56616298813243E-0007
 5.95000000000000E+0000	 1.51477559949179E-0007
 6.00000000000000E+0000	 1.69224461782010E-0007
 6.05000000000000E+0000	 1.52168790113342E-0007
 6.10000000000000E+0000	 1.76886833615947E-0007
 6.15000000000000E+0000	 1.72379907915289E-0007
 6.20000000000000E+0000	 1.90230030639430E-0007
 6.25000000000000E+0000	 1.87074584506152E-0007
 6.30000000000000E+0000	 1.58420946341589E-0007
 6.35000000000000E+0000	 1.79395534438062E-0007
 6.40000000000000E+0000	 1.81831995129813E-0007
 6.45000000000000E+0000	 1.64673102569835E-0007
 6.50000000000000E+0000	 2.04611230754632E-0007
 6.55000000000000E+0000	 1.77384486429912E-0007
 6.60000000000000E+0000	 2.07128270400513E-0007
 6.65000000000000E+0000	 2.04611230754632E-0007
 6.70000000000000E+0000	 2.13380426628760E-0007
 6.75000000000000E+0000	 2.14071656792923E-0007
 6.80000000000000E+0000	 2.35046244889396E-0007
 6.85000000000000E+0000	 2.50194089441224E-0007
 6.90000000000000E+0000	 2.77429172589710E-0007
 6.95000000000000E+0000	 3.06460564442775E-0007
 7.00000000000000E+0000	 3.27837923285670E-0007
 7.05000000000000E+0000	 3.92070845584925E-0007
 7.10000000000000E+0000	 4.96168227296289E-0007
 7.15000000000000E+0000	 3.28932584689511E-0007
 7.20000000000000E+0000	 2.25251754480975E-0007
 7.25000000000000E+0000	 1.32478977909185E-0007
 7.30000000000000E+0000	 1.49637870469163E-0007
 7.35000000000000E+0000	 1.39494604431959E-0007
 7.40000000000000E+0000	 1.78982738797889E-0007
 7.45000000000000E+0000	 1.61823846237911E-0007
 7.50000000000000E+0000	 1.70687924179583E-0007
 7.55000000000000E+0000	 2.03188238641587E-0007
 7.60000000000000E+0000	 2.77713194910484E-0007
 7.65000000000000E+0000	 3.49113685807049E-0007
 7.70000000000000E+0000	 1.24741140461302E-0007
 7.75000000000000E+0000	 1.24741140461302E-0007
 7.80000000000000E+0000	 1.30405287416695E-0007
 7.85000000000000E+0000	 1.64723072536651E-0007
 7.90000000000000E+0000	 1.99040857656606E-0007
 7.95000000000000E+0000	 2.71492123433013E-0007
 8.00000000000000E+0000	 4.84265201533009E-0008
 8.05000000000000E+0000	 4.84265201533009E-0008
 8.10000000000000E+0000	 5.61055702213907E-0008
 8.15000000000000E+0000	 5.61055702213907E-0008
 8.20000000000000E+0000	 5.61055702213907E-0008
 8.25000000000000E+0000	 5.61055702213907E-0008
 8.30000000000000E+0000	 7.07557619592538E-0008
 8.35000000000000E+0000	 7.07557619592538E-0008
 8.40000000000000E+0000	 5.61055702213907E-0008
 8.45000000000000E+0000	 5.61055702213907E-0008
 8.50000000000000E+0000	 5.61055702213907E-0008
 8.55000000000000E+0000	 7.07557619592538E-0008
 8.60000000000000E+0000	 7.07557619592538E-0008
 8.65000000000000E+0000	 7.07557619592538E-0008
 8.70000000000000E+0000	 7.07557619592538E-0008
 8.75000000000000E+0000	 7.07557619592538E-0008
 8.80000000000000E+0000	 6.30767118911640E-0008
 8.85000000000000E+0000	 6.30767118911640E-0008
 8.90000000000000E+0000	 6.30767118911640E-0008
 8.95000000000000E+0000	 7.77269036290271E-0008
 9.00000000000000E+0000	 8.54059536971169E-0008
 9.05000000000000E+0000	 8.54059536971169E-0008
 9.10000000000000E+0000	 1.00056145434979E-0007
 9.15000000000000E+0000	 9.23770953668901E-0008
 9.20000000000000E+0000	 1.21677478842616E-0007
 9.25000000000000E+0000	 1.77122799660790E-0007
 9.30000000000000E+0000	 2.31907871075748E-0007
 9.35000000000000E+0000	 2.68051867456646E-0008
 9.40000000000000E+0000	 1.91261366775748E-0008
 9.45000000000000E+0000	 3.06208822821596E-0008
 9.50000000000000E+0000	 2.68051867456646E-0008
 9.55000000000000E+0000	 1.91261366775748E-0008
 9.60000000000000E+0000	 3.06208822821596E-0008
 9.65000000000000E+0000	 2.68051867456646E-0008
 9.70000000000000E+0000	 1.91261366775748E-0008
 9.75000000000000E+0000	 3.06208822821596E-0008
 9.80000000000000E+0000	 1.91261366775748E-0008
 9.85000000000000E+0000	 3.06208822821596E-0008
 9.90000000000000E+0000	 1.91261366775748E-0008
 9.95000000000000E+0000	 3.06208822821596E-0008
 1.00000000000000E+0001	 1.91261366775748E-0008
 1.00500000000000E+0001	 3.06208822821596E-0008
 1.01000000000000E+0001	 3.06208822821596E-0008
 1.01500000000000E+0001	 3.06208822821596E-0008
 1.02000000000000E+0001	 3.06208822821596E-0008
 1.02500000000000E+0001	 3.06208822821596E-0008
 1.03000000000000E+0001	 3.06208822821596E-0008
 1.03500000000000E+0001	 3.06208822821596E-0008
 1.04000000000000E+0001	 3.06208822821596E-0008
 1.04500000000000E+0001	 3.06208822821596E-0008
 1.05000000000000E+0001	 4.21156278867444E-0008
 1.05500000000000E+0001	 3.06208822821596E-0008
 1.06000000000000E+0001	 3.06208822821596E-0008
 1.06500000000000E+0001	 3.06208822821596E-0008
 1.07000000000000E+0001	 3.06208822821596E-0008
 1.07500000000000E+0001	 4.21156278867444E-0008
 1.08000000000000E+0001	 4.21156278867444E-0008
 1.08500000000000E+0001	 3.44365778186546E-0008
 1.09000000000000E+0001	 3.44365778186546E-0008
 1.09500000000000E+0001	 4.21156278867444E-0008
 1.10000000000000E+0001	 4.21156278867444E-0008
 1.10500000000000E+0001	 4.59313234232394E-0008
 1.11000000000000E+0001	 4.21156278867444E-0008
 1.11500000000000E+0001	 4.59313234232394E-0008
 1.12000000000000E+0001	 4.59313234232394E-0008
 1.12500000000000E+0001	 4.59313234232394E-0008
 1.13000000000000E+0001	 4.59313234232394E-0008
 1.13500000000000E+0001	 5.74260690278242E-0008
 1.14000000000000E+0001	 4.97470189597344E-0008
 1.14500000000000E+0001	 6.12417645643192E-0008
 1.15000000000000E+0001	 5.74260690278242E-0008
 1.15500000000000E+0001	 6.12417645643192E-0008
 1.16000000000000E+0001	 7.27365101689040E-0008
 1.16500000000000E+0001	 6.50574601008142E-0008
 1.17000000000000E+0001	 8.80469513099838E-0008
 1.17500000000000E+0001	 9.18626468464788E-0008
 1.18000000000000E+0001	 1.14852138055648E-0007
 1.18500000000000E+0001	 1.56967765942393E-0007
 1.19000000000000E+0001	 2.25888580574802E-0007
 1.19500000000000E+0001	 6.10511285839201E-0008
 1.20000000000000E+0001	 0.00000000000000E+0000
 1.20500000000000E+0001	 0.00000000000000E+0000
 1.21000000000000E+0001	 0.00000000000000E+0000
 1.21500000000000E+0001	 0.00000000000000E+0000
 1.22000000000000E+0001	 0.00000000000000E+0000
 1.22500000000000E+0001	 0.00000000000000E+0000
 1.23000000000000E+0001	 0.00000000000000E+0000
 1.23500000000000E+0001	 0.00000000000000E+0000
 1.24000000000000E+0001	 0.00000000000000E+0000
 1.24500000000000E+0001	 0.00000000000000E+0000
 1.25000000000000E+0001	 0.00000000000000E+0000
