Удаление хорды от оси, см	Интенсивность, отн. ед.
 7.45000000000000E+0000	 5.49243109884632E-0005
 7.50000000000000E+0000	 5.52584499950806E-0005
 7.55000000000000E+0000	 4.92024496672780E-0005
 7.60000000000000E+0000	 5.54684055054612E-0005
 7.65000000000000E+0000	 5.73259551524841E-0005
 7.70000000000000E+0000	 5.08118552494303E-0005
 7.75000000000000E+0000	 4.95044561264322E-0005
 7.80000000000000E+0000	 5.04872258870708E-0005
 7.85000000000000E+0000	 4.57878888022664E-0005
 7.90000000000000E+0000	 4.80621758825267E-0005
 7.95000000000000E+0000	 5.33584062409373E-0005
 8.00000000000000E+0000	 4.96668417510978E-0005
 8.05000000000000E+0000	 4.27199673560277E-0005
 8.10000000000000E+0000	 4.34142109967064E-0005
 8.15000000000000E+0000	 3.94614558278817E-0005
 8.20000000000000E+0000	 3.87339875932545E-0005
 8.25000000000000E+0000	 4.00756450236430E-0005
 8.30000000000000E+0000	 3.87419875181109E-0005
 8.35000000000000E+0000	 3.74693788459825E-0005
 8.40000000000000E+0000	 3.66610184664872E-0005
 8.45000000000000E+0000	 3.53445089507867E-0005
 8.50000000000000E+0000	 3.70956171757810E-0005
 8.55000000000000E+0000	 3.37507297487799E-0005
 8.60000000000000E+0000	 2.91109242774468E-0005
 8.65000000000000E+0000	 3.13886767335522E-0005
 8.70000000000000E+0000	 2.99484248594008E-0005
 8.75000000000000E+0000	 2.81446069515605E-0005
 8.80000000000000E+0000	 2.72310953067718E-0005
 8.85000000000000E+0000	 2.69444287070180E-0005
 8.90000000000000E+0000	 2.88606936857423E-0005
 8.95000000000000E+0000	 3.11194363423855E-0005
 9.00000000000000E+0000	 3.47070712864742E-0005
 9.05000000000000E+0000	 3.28634832761594E-0005
 9.10000000000000E+0000	 3.22610342235872E-0005
 9.15000000000000E+0000	 3.08047052806575E-0005
 9.20000000000000E+0000	 2.90684212326433E-0005
 9.25000000000000E+0000	 3.12189296303913E-0005
 9.30000000000000E+0000	 2.69306146658369E-0005
 9.35000000000000E+0000	 2.31082375639854E-0005
 9.40000000000000E+0000	 2.49110278978467E-0005
 9.45000000000000E+0000	 2.64192268677365E-0005
 9.50000000000000E+0000	 2.67615550899801E-0005
 9.55000000000000E+0000	 2.85623989955735E-0005
 9.60000000000000E+0000	 2.77322106733164E-0005
 9.65000000000000E+0000	 2.75519925655230E-0005
 9.70000000000000E+0000	 2.97792228461886E-0005
 9.75000000000000E+0000	 3.14183924961404E-0005
 9.80000000000000E+0000	 2.90932823718596E-0005
 9.85000000000000E+0000	 2.69261044548291E-0005
 9.90000000000000E+0000	 2.37814585293134E-0005
 9.95000000000000E+0000	 2.73631267294732E-0005
 1.00000000000000E+0001	 2.84666550352145E-0005
 1.00500000000000E+0001	 2.62552169583942E-0005
 1.01000000000000E+0001	 1.97309984744340E-0005
 1.01500000000000E+0001	 1.93603233593189E-0005
 1.02000000000000E+0001	 1.69374559337531E-0005
 1.02500000000000E+0001	 1.63066552278455E-0005
 1.03000000000000E+0001	 1.76084975193011E-0005
 1.03500000000000E+0001	 1.83616620408534E-0005
 1.04000000000000E+0001	 1.83641744745919E-0005
 1.04500000000000E+0001	 1.90540534996913E-0005
 1.05000000000000E+0001	 1.77359288073671E-0005
 1.05500000000000E+0001	 1.53179651551380E-0005
 1.06000000000000E+0001	 1.38325347953108E-0005
 1.06500000000000E+0001	 1.53113944871464E-0005
 1.07000000000000E+0001	 1.68402825718989E-0005
 1.07500000000000E+0001	 1.81485968487614E-0005
 1.08000000000000E+0001	 1.74351542165522E-0005
 1.08500000000000E+0001	 1.53875829978622E-0005
 1.09000000000000E+0001	 1.63467808752291E-0005
 1.09500000000000E+0001	 1.47844870072455E-0005
 1.10000000000000E+0001	 1.27177337665460E-0005
 1.10500000000000E+0001	 1.29079038893817E-0005
 1.11000000000000E+0001	 1.41549730645571E-0005
 1.11500000000000E+0001	 1.63151269534860E-0005
 1.12000000000000E+0001	 1.76579871267608E-0005
 1.12500000000000E+0001	 1.83450094717765E-0005
 1.13000000000000E+0001	 1.46724567005243E-0005
 1.13500000000000E+0001	 1.41798887557188E-0005
 1.14000000000000E+0001	 1.69250654385393E-0005
 1.14500000000000E+0001	 1.82433770770691E-0005
 1.15000000000000E+0001	 1.65020435895261E-0005
 1.15500000000000E+0001	 1.52832893302325E-0005
 1.16000000000000E+0001	 1.21863908584848E-0005
 1.16500000000000E+0001	 1.24860895360434E-0005
 1.17000000000000E+0001	 1.19430124895108E-0005
 1.17500000000000E+0001	 1.24052216798798E-0005
 1.18000000000000E+0001	 1.20327355111886E-0005
 1.18500000000000E+0001	 1.33019369705523E-0005
 1.19000000000000E+0001	 1.07398879042321E-0005
 1.19500000000000E+0001	 9.11553126932379E-0006
 1.20000000000000E+0001	 8.07776062880621E-0006
 1.20500000000000E+0001	 8.92267327815006E-0006
 1.21000000000000E+0001	 1.03995301335995E-0005
 1.21500000000000E+0001	 9.82875131161664E-0006
 1.22000000000000E+0001	 8.01746183445303E-0006
 1.22500000000000E+0001	 5.48748575332666E-0006
 1.23000000000000E+0001	 5.38452912476039E-0006
 1.23500000000000E+0001	 5.54768336763284E-0006
 1.24000000000000E+0001	 4.62120894712095E-0006
 1.24500000000000E+0001	 1.41778519179069E-0006
 1.25000000000000E+0001	 0.00000000000000E+0000
