0.04,0.025
5.45,0.11
10.26,0.222
15.27,0.341
16.09,0.361
17.06,0.384
18.39,0.413
19.3,0.431
19.67,0.43
20.01,0.443
21.26,0.458
22.14,0.465
23.05,0.474
24.2,0.401
25.26,0.414
30.78,0.565
34.82,0.667
35.42,0.718
36.23,0.725
37.25,0.732
38.23,0.735
39.03,0.731
39.67,0.682
40.13,0.676
41.94,0.659
42.06,0.65
43.04,0.647
44.31,0.644
45.15,0.644
46.22,0.649
50.23,0.684
55.13,0.737
60.95,0.788
65.5,0.801
70,0.815
