Удаление хорды от оси, см	Интенсивность, отн. ед.
 5.55000000000000E+0000	 2.45537456195636E-0005
 5.60000000000000E+0000	 2.43527948220651E-0005
 5.65000000000000E+0000	 2.25785806957492E-0005
 5.70000000000000E+0000	 2.04562312380681E-0005
 5.75000000000000E+0000	 2.05851740982828E-0005
 5.80000000000000E+0000	 2.25400922306345E-0005
 5.85000000000000E+0000	 2.50784843297540E-0005
 5.90000000000000E+0000	 2.46925295710734E-0005
 5.95000000000000E+0000	 1.97026879145148E-0005
 6.00000000000000E+0000	 2.03809769152716E-0005
 6.05000000000000E+0000	 1.90997166428532E-0005
 6.10000000000000E+0000	 2.06515885499973E-0005
 6.15000000000000E+0000	 2.25059462794936E-0005
 6.20000000000000E+0000	 2.20703902433201E-0005
 6.25000000000000E+0000	 2.18105841647858E-0005
 6.30000000000000E+0000	 2.26039944039579E-0005
 6.35000000000000E+0000	 1.92999510310746E-0005
 6.40000000000000E+0000	 1.52081681409671E-0005
 6.45000000000000E+0000	 1.65609853417916E-0005
 6.50000000000000E+0000	 1.68401337653968E-0005
 6.55000000000000E+0000	 1.48249043603122E-0005
 6.60000000000000E+0000	 1.50551572937916E-0005
 6.65000000000000E+0000	 1.71083111381367E-0005
 6.70000000000000E+0000	 1.82250493433854E-0005
 6.75000000000000E+0000	 2.04259231947001E-0005
 6.80000000000000E+0000	 1.96308918394710E-0005
 6.85000000000000E+0000	 1.75517337809865E-0005
 6.90000000000000E+0000	 1.79046283367508E-0005
 6.95000000000000E+0000	 1.79506639386932E-0005
 7.00000000000000E+0000	 1.64039534480706E-0005
 7.05000000000000E+0000	 1.57397876631411E-0005
 7.10000000000000E+0000	 1.39621835034327E-0005
 7.15000000000000E+0000	 1.46989519205960E-0005
 7.20000000000000E+0000	 1.55494770049384E-0005
 7.25000000000000E+0000	 1.25064891971975E-0005
 7.30000000000000E+0000	 1.36372515212784E-0005
 7.35000000000000E+0000	 1.45741012226612E-0005
 7.40000000000000E+0000	 1.34568233511608E-0005
 7.45000000000000E+0000	 1.33029680288183E-0005
 7.50000000000000E+0000	 1.34331927194321E-0005
 7.55000000000000E+0000	 1.33228913305880E-0005
 7.60000000000000E+0000	 1.18059635383101E-0005
 7.65000000000000E+0000	 1.32301644029897E-0005
 7.70000000000000E+0000	 1.41562225855913E-0005
 7.75000000000000E+0000	 1.31190598028019E-0005
 7.80000000000000E+0000	 1.30461986638041E-0005
 7.85000000000000E+0000	 1.20886745032559E-0005
 7.90000000000000E+0000	 9.69893408820048E-0006
 7.95000000000000E+0000	 1.09014755859710E-0005
 8.00000000000000E+0000	 1.25909770488641E-0005
 8.05000000000000E+0000	 1.34520907084015E-0005
 8.10000000000000E+0000	 9.50971394499717E-0006
 8.15000000000000E+0000	 7.87995469404006E-0006
 8.20000000000000E+0000	 6.99276253110836E-0006
 8.25000000000000E+0000	 7.60529122770883E-0006
 8.30000000000000E+0000	 7.86078887781546E-0006
 8.35000000000000E+0000	 7.68890948069243E-0006
 8.40000000000000E+0000	 8.25691240152802E-0006
 8.45000000000000E+0000	 7.22858289021000E-0006
 8.50000000000000E+0000	 7.72775417775099E-0006
 8.55000000000000E+0000	 7.30323253866407E-0006
 8.60000000000000E+0000	 8.09047036728210E-0006
 8.65000000000000E+0000	 7.86401975076979E-0006
 8.70000000000000E+0000	 6.71201705661332E-0006
 8.75000000000000E+0000	 7.09342897371657E-0006
 8.80000000000000E+0000	 7.65211459806496E-0006
 8.85000000000000E+0000	 6.90968489525782E-0006
 8.90000000000000E+0000	 7.35267325863486E-0006
 8.95000000000000E+0000	 6.72776750862948E-0006
 9.00000000000000E+0000	 7.02248315470006E-0006
 9.05000000000000E+0000	 5.86159109638570E-0006
 9.10000000000000E+0000	 6.27358454715955E-0006
 9.15000000000000E+0000	 6.44264404875828E-0006
 9.20000000000000E+0000	 6.75158334902470E-0006
 9.25000000000000E+0000	 7.25903695016191E-0006
 9.30000000000000E+0000	 7.94614719466606E-0006
 9.35000000000000E+0000	 7.75348405297928E-0006
 9.40000000000000E+0000	 8.09882212996953E-0006
 9.45000000000000E+0000	 6.08407715281303E-0006
 9.50000000000000E+0000	 6.73347989574250E-0006
 9.55000000000000E+0000	 5.85945557857030E-0006
 9.60000000000000E+0000	 6.28537551148199E-0006
 9.65000000000000E+0000	 6.92236360169488E-0006
 9.70000000000000E+0000	 7.13422206922866E-0006
 9.75000000000000E+0000	 6.55669622618523E-0006
 9.80000000000000E+0000	 6.42789030452560E-0006
 9.85000000000000E+0000	 7.21350184541931E-0006
 9.90000000000000E+0000	 7.64764214528695E-0006
 9.95000000000000E+0000	 7.42544451344189E-0006
 1.00000000000000E+0001	 7.08372868398159E-0006
 1.00500000000000E+0001	 7.51587381935474E-0006
 1.01000000000000E+0001	 7.15684089031741E-0006
 1.01500000000000E+0001	 6.47813485505986E-0006
 1.02000000000000E+0001	 6.73517986794980E-0006
 1.02500000000000E+0001	 7.15145710927610E-0006
 1.03000000000000E+0001	 8.58499166652195E-0006
 1.03500000000000E+0001	 8.32617324365253E-0006
 1.04000000000000E+0001	 9.63491250133275E-0006
 1.04500000000000E+0001	 1.06760590847470E-0005
 1.05000000000000E+0001	 7.84007123798185E-0006
 1.05500000000000E+0001	 5.26926143874034E-0006
 1.06000000000000E+0001	 5.93451516913122E-0006
 1.06500000000000E+0001	 6.89884613715896E-0006
 1.07000000000000E+0001	 8.24915323022191E-0006
 1.07500000000000E+0001	 9.71109391412187E-0006
 1.08000000000000E+0001	 7.73516956481934E-0006
 1.08500000000000E+0001	 4.46197738918652E-0006
 1.09000000000000E+0001	 3.29035253494994E-0006
 1.09500000000000E+0001	 3.26601096293243E-0006
 1.10000000000000E+0001	 3.59685037712069E-0006
 1.10500000000000E+0001	 2.84150950939733E-0006
 1.11000000000000E+0001	 2.33957547128291E-0006
 1.11500000000000E+0001	 2.65874505203459E-0006
 1.12000000000000E+0001	 3.30126257036982E-0006
 1.12500000000000E+0001	 3.44360930085930E-0006
 1.13000000000000E+0001	 2.26864103066608E-0006
 1.13500000000000E+0001	 2.65366049287635E-0006
 1.14000000000000E+0001	 2.81346628462948E-0006
 1.14500000000000E+0001	 2.06021418958627E-0006
 1.15000000000000E+0001	 1.77290337096508E-0006
 1.15500000000000E+0001	 1.94763748662770E-0006
 1.16000000000000E+0001	 2.45684970531012E-0006
 1.16500000000000E+0001	 3.13080555052726E-0006
 1.17000000000000E+0001	 4.20589875688905E-0006
 1.17500000000000E+0001	 1.89072100898010E-0006
 1.18000000000000E+0001	 9.69815568551026E-0007
 1.18500000000000E+0001	 7.24267464195213E-0007
 1.19000000000000E+0001	 7.24267464195213E-0007
 1.19500000000000E+0001	 7.85927083142529E-0007
 1.20000000000000E+0001	 7.85927083142529E-0007
 1.20500000000000E+0001	 9.76978678504908E-0007
 1.21000000000000E+0001	 1.19582371408073E-0006
 1.21500000000000E+0001	 1.57792690480548E-0006
 1.22000000000000E+0001	 2.26832819026683E-0006
 1.22500000000000E+0001	 9.86553903157056E-0007
 1.23000000000000E+0001	 0.00000000000000E+0000
 1.23500000000000E+0001	 0.00000000000000E+0000
 1.24000000000000E+0001	 0.00000000000000E+0000
 1.24500000000000E+0001	 0.00000000000000E+0000
 1.25000000000000E+0001	 0.00000000000000E+0000
