Удаление хорды от оси, см	Интенсивность, отн. ед.
 0.00000000000000E+0000	 1.89380346645257E-0003
 5.00000000000000E-0002	 1.86003224269929E-0003
 1.00000000000000E-0001	 1.97193191105990E-0003
 1.50000000000000E-0001	 1.88498987318274E-0003
 2.00000000000000E-0001	 1.83771884003684E-0003
 2.50000000000000E-0001	 1.69120157457015E-0003
 3.00000000000000E-0001	 1.70180480725497E-0003
 3.50000000000000E-0001	 1.68516689489379E-0003
 4.00000000000000E-0001	 1.49114649896108E-0003
 4.50000000000000E-0001	 1.44672543217180E-0003
 5.00000000000000E-0001	 1.36002109160257E-0003
 5.50000000000000E-0001	 1.21610710950906E-0003
 6.00000000000000E-0001	 1.16351348427281E-0003
 6.50000000000000E-0001	 1.11625916612309E-0003
 7.00000000000000E-0001	 9.85850180101894E-0004
 7.50000000000000E-0001	 9.23206666543349E-0004
 8.00000000000000E-0001	 8.08563779591570E-0004
 8.50000000000000E-0001	 7.02464332071173E-0004
 9.00000000000000E-0001	 6.13662933634098E-0004
 9.50000000000000E-0001	 5.51044924458609E-0004
 1.00000000000000E+0000	 3.72664409449642E-0004
 1.05000000000000E+0000	 2.29717550170227E-0004
 1.10000000000000E+0000	 4.34911408762745E-0005
 1.15000000000000E+0000	 3.74336943423916E-0005
 1.20000000000000E+0000	 3.66897838877347E-0005
 1.25000000000000E+0000	 3.78384572593186E-0005
 1.30000000000000E+0000	 3.83629408585692E-0005
 1.35000000000000E+0000	 3.76261231874517E-0005
 1.40000000000000E+0000	 3.75930760760959E-0005
 1.45000000000000E+0000	 3.77219478333388E-0005
 1.50000000000000E+0000	 3.90391973578424E-0005
 1.55000000000000E+0000	 3.98681232526570E-0005
 1.60000000000000E+0000	 3.83988439192097E-0005
 1.65000000000000E+0000	 3.98013313625989E-0005
 1.70000000000000E+0000	 3.99048693762773E-0005
 1.75000000000000E+0000	 3.95518608326483E-0005
 1.80000000000000E+0000	 3.98401220234929E-0005
 1.85000000000000E+0000	 4.07619450594072E-0005
 1.90000000000000E+0000	 3.88827942664561E-0005
 1.95000000000000E+0000	 3.98520584262665E-0005
 2.00000000000000E+0000	 3.92342474435747E-0005
 2.05000000000000E+0000	 4.02029668580511E-0005
 2.10000000000000E+0000	 4.12036842374215E-0005
 2.15000000000000E+0000	 4.23473862979048E-0005
 2.20000000000000E+0000	 4.42946754542389E-0005
 2.25000000000000E+0000	 4.57647942700678E-0005
 2.30000000000000E+0000	 4.35054643487321E-0005
 2.35000000000000E+0000	 4.23665681829609E-0005
 2.40000000000000E+0000	 4.48929946990681E-0005
 2.45000000000000E+0000	 4.53988979497763E-0005
 2.50000000000000E+0000	 4.70764391139805E-0005
 2.55000000000000E+0000	 4.90271338241330E-0005
 2.60000000000000E+0000	 4.95077654501427E-0005
 2.65000000000000E+0000	 4.75295678060481E-0005
 2.70000000000000E+0000	 4.69811435134858E-0005
 2.75000000000000E+0000	 4.88310681953914E-0005
 2.80000000000000E+0000	 4.65021606840233E-0005
 2.85000000000000E+0000	 4.85580328035203E-0005
 2.90000000000000E+0000	 4.77485758770525E-0005
 2.95000000000000E+0000	 5.09834334855144E-0005
 3.00000000000000E+0000	 5.24695296645947E-0005
 3.05000000000000E+0000	 4.88123958675064E-0005
 3.10000000000000E+0000	 4.90664937925244E-0005
 3.15000000000000E+0000	 5.39121372328488E-0005
 3.20000000000000E+0000	 5.36060402538663E-0005
 3.25000000000000E+0000	 5.14020813301579E-0005
 3.30000000000000E+0000	 5.41503819626753E-0005
 3.35000000000000E+0000	 5.46059726918742E-0005
 3.40000000000000E+0000	 5.01231957121232E-0005
 3.45000000000000E+0000	 4.97013695780257E-0005
 3.50000000000000E+0000	 5.10249120567923E-0005
 3.55000000000000E+0000	 5.15969350612305E-0005
 3.60000000000000E+0000	 5.03375970688078E-0005
 3.65000000000000E+0000	 4.98295996849208E-0005
 3.70000000000000E+0000	 4.96421697484861E-0005
 3.75000000000000E+0000	 4.52095275126271E-0005
 3.80000000000000E+0000	 4.53229234420133E-0005
 3.85000000000000E+0000	 4.59272129948641E-0005
 3.90000000000000E+0000	 4.21314631650977E-0005
 3.95000000000000E+0000	 4.09524207667855E-0005
 4.00000000000000E+0000	 3.63413121956269E-0005
 4.05000000000000E+0000	 3.49986777751641E-0005
 4.10000000000000E+0000	 3.78738945876942E-0005
 4.15000000000000E+0000	 3.72694736791296E-0005
 4.20000000000000E+0000	 3.78909901622894E-0005
 4.25000000000000E+0000	 3.90791838467932E-0005
 4.30000000000000E+0000	 4.02035246073116E-0005
 4.35000000000000E+0000	 4.15158086477222E-0005
 4.40000000000000E+0000	 3.75253688580511E-0005
 4.45000000000000E+0000	 3.47599040188646E-0005
 4.50000000000000E+0000	 3.75220605699528E-0005
 4.55000000000000E+0000	 3.50749640754890E-0005
 4.60000000000000E+0000	 3.46120899010272E-0005
 4.65000000000000E+0000	 3.05788858294833E-0005
 4.70000000000000E+0000	 3.18458387909709E-0005
 4.75000000000000E+0000	 3.11097926459590E-0005
 4.80000000000000E+0000	 3.25239146925910E-0005
 4.85000000000000E+0000	 3.42662178274074E-0005
 4.90000000000000E+0000	 3.28394027818297E-0005
 4.95000000000000E+0000	 2.80061283848349E-0005
 5.00000000000000E+0000	 2.66987474134246E-0005
 5.05000000000000E+0000	 2.59484771732095E-0005
 5.10000000000000E+0000	 2.87765930703716E-0005
 5.15000000000000E+0000	 2.63886565942382E-0005
 5.20000000000000E+0000	 2.51546402825123E-0005
 5.25000000000000E+0000	 2.69588657423569E-0005
 5.30000000000000E+0000	 2.83295783985930E-0005
 5.35000000000000E+0000	 2.87427857480549E-0005
 5.40000000000000E+0000	 2.45514954249279E-0005
 5.45000000000000E+0000	 2.36392308364305E-0005
 5.50000000000000E+0000	 2.33840184456420E-0005
